,match_id,object_type,red_or_blue_side,team_name,sum
324,0213115c2f20bacd,towers,blue,SUP,1
325,0213115c2f20bacd,barons,red,SKT,1
326,0213115c2f20bacd,dragons,red,SKT,2
327,0213115c2f20bacd,heralds,red,SKT,1
328,0213115c2f20bacd,inhibs,red,SKT,1
329,0213115c2f20bacd,towers,red,SKT,10
330,0217774f5fcfd38c,barons,blue,MSE,0
331,0217774f5fcfd38c,dragons,blue,MSE,0
332,0217774f5fcfd38c,heralds,blue,MSE,0
333,0217774f5fcfd38c,inhibs,blue,MSE,0
334,0217774f5fcfd38c,towers,blue,MSE,2
335,0217774f5fcfd38c,barons,red,ahq,1
336,0217774f5fcfd38c,dragons,red,ahq,4
337,0217774f5fcfd38c,heralds,red,ahq,0
338,0217774f5fcfd38c,inhibs,red,ahq,3
339,0217774f5fcfd38c,towers,red,ahq,11
340,0222a96c1bc9a892,barons,blue,G2,1
341,0222a96c1bc9a892,dragons,blue,G2,1
342,0222a96c1bc9a892,heralds,blue,G2,0
343,0222a96c1bc9a892,inhibs,blue,G2,2
344,0222a96c1bc9a892,towers,blue,G2,10
345,0222a96c1bc9a892,barons,red,FNC,0
346,0222a96c1bc9a892,dragons,red,FNC,0
347,0222a96c1bc9a892,heralds,red,FNC,1
348,0222a96c1bc9a892,inhibs,red,FNC,0
349,0222a96c1bc9a892,towers,red,FNC,3
350,0229872b393c3da5,barons,blue,JAG,1
351,0229872b393c3da5,dragons,blue,JAG,5
352,0229872b393c3da5,heralds,blue,JAG,0
353,0229872b393c3da5,inhibs,blue,JAG,1
354,0229872b393c3da5,towers,blue,JAG,8
355,0229872b393c3da5,barons,red,kt,0
356,0229872b393c3da5,dragons,red,kt,1
357,0229872b393c3da5,heralds,red,kt,0
358,0229872b393c3da5,inhibs,red,kt,0
359,0229872b393c3da5,towers,red,kt,3
360,0249b915baf404f2,barons,blue,ahq,1
361,0249b915baf404f2,dragons,blue,ahq,2
362,0249b915baf404f2,heralds,blue,ahq,1
363,0249b915baf404f2,inhibs,blue,ahq,2
364,0249b915baf404f2,towers,blue,ahq,11
365,0249b915baf404f2,barons,red,CGE,0
366,0249b915baf404f2,dragons,red,CGE,0
367,0249b915baf404f2,heralds,red,CGE,1
368,0249b915baf404f2,inhibs,red,CGE,0
369,0249b915baf404f2,towers,red,CGE,0
370,0252d1b630f3bb39,barons,blue,IMT,1
371,0252d1b630f3bb39,dragons,blue,IMT,3
372,0252d1b630f3bb39,heralds,blue,IMT,0
373,0252d1b630f3bb39,inhibs,blue,IMT,1
374,0252d1b630f3bb39,towers,blue,IMT,6
375,0252d1b630f3bb39,barons,red,TSM,2
376,0252d1b630f3bb39,dragons,red,TSM,2
377,0252d1b630f3bb39,heralds,red,TSM,1
378,0252d1b630f3bb39,inhibs,red,TSM,1
379,0252d1b630f3bb39,towers,red,TSM,9
380,028b7ab92a345cf5,barons,blue,SPY,0
381,028b7ab92a345cf5,dragons,blue,SPY,1
382,028b7ab92a345cf5,heralds,blue,SPY,0
383,028b7ab92a345cf5,inhibs,blue,SPY,0
384,028b7ab92a345cf5,towers,blue,SPY,3
385,028b7ab92a345cf5,barons,red,FNC,2
386,028b7ab92a345cf5,dragons,red,FNC,4
387,028b7ab92a345cf5,heralds,red,FNC,1
388,028b7ab92a345cf5,inhibs,red,FNC,1
389,028b7ab92a345cf5,towers,red,FNC,11
390,02a02ea44b0b14c5,barons,blue,IMT,2
391,02a02ea44b0b14c5,dragons,blue,IMT,2
392,02a02ea44b0b14c5,heralds,blue,IMT,0
393,02a02ea44b0b14c5,inhibs,blue,IMT,1
394,02a02ea44b0b14c5,towers,blue,IMT,8
395,02a02ea44b0b14c5,barons,red,TL,0
396,02a02ea44b0b14c5,dragons,red,TL,1
397,02a02ea44b0b14c5,heralds,red,TL,1
398,02a02ea44b0b14c5,inhibs,red,TL,0
399,02a02ea44b0b14c5,towers,red,TL,3
400,02a3e78ea1ea6e23,barons,blue,AFs,1
401,02a3e78ea1ea6e23,dragons,blue,AFs,3
402,02a3e78ea1ea6e23,heralds,blue,AFs,1
403,02a3e78ea1ea6e23,inhibs,blue,AFs,2
404,02a3e78ea1ea6e23,towers,blue,AFs,10
405,02a3e78ea1ea6e23,barons,red,MVP,0
406,02a3e78ea1ea6e23,dragons,red,MVP,0
407,02a3e78ea1ea6e23,heralds,red,MVP,0
408,02a3e78ea1ea6e23,inhibs,red,MVP,0
409,02a3e78ea1ea6e23,towers,red,MVP,1
410,02a54b0f61a8af09,barons,blue,FOX,1
411,02a54b0f61a8af09,dragons,blue,FOX,3
412,02a54b0f61a8af09,heralds,blue,FOX,0
413,02a54b0f61a8af09,inhibs,blue,FOX,0
414,02a54b0f61a8af09,towers,blue,FOX,6
415,02a54b0f61a8af09,barons,red,APX,0
416,02a54b0f61a8af09,dragons,red,APX,2
417,02a54b0f61a8af09,heralds,red,APX,1
418,02a54b0f61a8af09,inhibs,red,APX,1
419,02a54b0f61a8af09,towers,red,APX,9
420,02acb71d99b67bd7,barons,blue,G2,1
421,02acb71d99b67bd7,dragons,blue,G2,1
422,02acb71d99b67bd7,heralds,blue,G2,1
423,02acb71d99b67bd7,inhibs,blue,G2,1
424,02acb71d99b67bd7,towers,blue,G2,9
425,02acb71d99b67bd7,barons,red,UOL,0
426,02acb71d99b67bd7,dragons,red,UOL,1
427,02acb71d99b67bd7,heralds,red,UOL,0
428,02acb71d99b67bd7,inhibs,red,UOL,0
429,02acb71d99b67bd7,towers,red,UOL,0
430,02b9060a6ab61fc5,barons,blue,C9,1
431,02b9060a6ab61fc5,dragons,blue,C9,2
432,02b9060a6ab61fc5,heralds,blue,C9,0
433,02b9060a6ab61fc5,inhibs,blue,C9,1
434,02b9060a6ab61fc5,towers,blue,C9,9
435,02b9060a6ab61fc5,barons,red,NME,0
436,02b9060a6ab61fc5,dragons,red,NME,0
437,02b9060a6ab61fc5,heralds,red,NME,0
438,02b9060a6ab61fc5,inhibs,red,NME,0
439,02b9060a6ab61fc5,towers,red,NME,1
440,02bb50cd9654cf5d,barons,blue,ITZ,2
441,02bb50cd9654cf5d,dragons,blue,ITZ,3
442,02bb50cd9654cf5d,heralds,blue,ITZ,1
443,02bb50cd9654cf5d,inhibs,blue,ITZ,3
444,02bb50cd9654cf5d,towers,blue,ITZ,11
445,02bb50cd9654cf5d,barons,red,CNB,0
446,02bb50cd9654cf5d,dragons,red,CNB,0
447,02bb50cd9654cf5d,heralds,red,CNB,0
448,02bb50cd9654cf5d,inhibs,red,CNB,0
449,02bb50cd9654cf5d,towers,red,CNB,0
450,02cc26d22aee2848,barons,blue,kt,1
451,02cc26d22aee2848,dragons,blue,kt,1
452,02cc26d22aee2848,heralds,blue,kt,1
453,02cc26d22aee2848,inhibs,blue,kt,1
454,02cc26d22aee2848,towers,blue,kt,9
455,02cc26d22aee2848,barons,red,KDM,0
456,02cc26d22aee2848,dragons,red,KDM,3
457,02cc26d22aee2848,heralds,red,KDM,0
458,02cc26d22aee2848,inhibs,red,KDM,0
459,02cc26d22aee2848,towers,red,KDM,2
460,02da363c63f11c8c,barons,blue,NRG,0
461,02da363c63f11c8c,dragons,blue,NRG,1
462,02da363c63f11c8c,heralds,blue,NRG,0
463,02da363c63f11c8c,inhibs,blue,NRG,0
464,02da363c63f11c8c,towers,blue,NRG,0
465,02da363c63f11c8c,barons,red,IMT,1
466,02da363c63f11c8c,dragons,red,IMT,2
467,02da363c63f11c8c,heralds,red,IMT,1
468,02da363c63f11c8c,inhibs,red,IMT,3
469,02da363c63f11c8c,towers,red,IMT,11
470,02e4fa0156c319e6,barons,blue,KOO,0
471,02e4fa0156c319e6,dragons,blue,KOO,0
472,02e4fa0156c319e6,heralds,blue,KOO,0
473,02e4fa0156c319e6,inhibs,blue,KOO,0
474,02e4fa0156c319e6,towers,blue,KOO,4
475,02e4fa0156c319e6,barons,red,NJF,2
476,02e4fa0156c319e6,dragons,red,NJF,3
477,02e4fa0156c319e6,heralds,red,NJF,0
478,02e4fa0156c319e6,inhibs,red,NJF,3
479,02e4fa0156c319e6,towers,red,NJF,10
480,02fe6775b364438e,barons,blue,OPK,0
481,02fe6775b364438e,dragons,blue,OPK,4
482,02fe6775b364438e,heralds,blue,OPK,1
483,02fe6775b364438e,inhibs,blue,OPK,0
484,02fe6775b364438e,towers,blue,OPK,4
485,02fe6775b364438e,barons,red,ITZ,1
486,02fe6775b364438e,dragons,red,ITZ,1
487,02fe6775b364438e,heralds,red,ITZ,1
488,02fe6775b364438e,inhibs,red,ITZ,1
489,02fe6775b364438e,towers,red,ITZ,8
490,030bab19effe717c,barons,blue,SSG,0
491,030bab19effe717c,dragons,blue,SSG,3
492,030bab19effe717c,heralds,blue,SSG,0
493,030bab19effe717c,inhibs,blue,SSG,0
494,030bab19effe717c,towers,blue,SSG,4
495,030bab19effe717c,barons,red,SKT,0
496,030bab19effe717c,dragons,red,SKT,3
497,030bab19effe717c,heralds,red,SKT,0
498,030bab19effe717c,inhibs,red,SKT,2
499,030bab19effe717c,towers,red,SKT,8
500,0310e0364acebf89,barons,blue,AFs,1
501,0310e0364acebf89,dragons,blue,AFs,2
502,0310e0364acebf89,heralds,blue,AFs,0
503,0310e0364acebf89,inhibs,blue,AFs,2
504,0310e0364acebf89,towers,blue,AFs,6
505,0310e0364acebf89,barons,red,ESC,1
506,0310e0364acebf89,dragons,red,ESC,3
507,0310e0364acebf89,heralds,red,ESC,0
508,0310e0364acebf89,inhibs,red,ESC,1
509,0310e0364acebf89,towers,red,ESC,8
510,032033cddc7b870b,barons,blue,g3x,0
511,032033cddc7b870b,dragons,blue,g3x,0
512,032033cddc7b870b,heralds,blue,g3x,0
513,032033cddc7b870b,inhibs,blue,g3x,0
514,032033cddc7b870b,towers,blue,g3x,1
515,032033cddc7b870b,barons,red,CNB,1
516,032033cddc7b870b,dragons,red,CNB,4
517,032033cddc7b870b,heralds,red,CNB,1
518,032033cddc7b870b,inhibs,red,CNB,3
519,032033cddc7b870b,towers,red,CNB,11
520,032ec6732c142a08,barons,blue,AFs,2
521,032ec6732c142a08,dragons,blue,AFs,2
522,032ec6732c142a08,heralds,blue,AFs,1
523,032ec6732c142a08,inhibs,blue,AFs,2
524,032ec6732c142a08,towers,blue,AFs,10
525,032ec6732c142a08,barons,red,SSG,0
526,032ec6732c142a08,dragons,red,SSG,1
527,032ec6732c142a08,heralds,red,SSG,0
528,032ec6732c142a08,inhibs,red,SSG,0
529,032ec6732c142a08,towers,red,SSG,1
530,03336bc5758a759d,barons,blue,GAM,1
531,03336bc5758a759d,dragons,blue,GAM,2
532,03336bc5758a759d,heralds,blue,GAM,0
533,03336bc5758a759d,inhibs,blue,GAM,1
534,03336bc5758a759d,towers,blue,GAM,11
535,03336bc5758a759d,barons,red,TSM,0
536,03336bc5758a759d,dragons,red,TSM,2
537,03336bc5758a759d,heralds,red,TSM,0
538,03336bc5758a759d,inhibs,red,TSM,0
539,03336bc5758a759d,towers,red,TSM,4
540,035f73b1b70fb706,barons,blue,WFX,2
541,035f73b1b70fb706,dragons,blue,WFX,2
542,035f73b1b70fb706,heralds,blue,WFX,0
543,035f73b1b70fb706,inhibs,blue,WFX,1
544,035f73b1b70fb706,towers,blue,WFX,7
545,035f73b1b70fb706,barons,red,TSM,0
546,035f73b1b70fb706,dragons,red,TSM,3
547,035f73b1b70fb706,heralds,red,TSM,0
548,035f73b1b70fb706,inhibs,red,TSM,1
549,035f73b1b70fb706,towers,red,TSM,9
550,0364e2e542b777a4,barons,blue,DIG,1
551,0364e2e542b777a4,dragons,blue,DIG,3
