,match_id,team_name,player,kills,deaths,assists,kda_ratio
7325,4abf817f405e6197,NJE,Watch,3,0,8,11
7326,4acdea717ea1ec3c,AFs,Lindarang,2,3,5,2.3333333333
7327,4acdea717ea1ec3c,AFs,Mickey,1,4,4,1.25
7328,4acdea717ea1ec3c,AFs,SeongHwan,2,4,7,2.25
7329,4acdea717ea1ec3c,ROX,GorillA,2,2,12,7
7330,4acdea717ea1ec3c,ROX,Kuro,2,1,13,15
7331,4acdea717ea1ec3c,ROX,Peanut,1,1,9,10
7332,4acdea717ea1ec3c,ROX,PraY,7,4,7,3.5
7333,4acdea717ea1ec3c,ROX,Smeb,5,2,6,5.5
7334,4b0041ec6b0729f6,AFs,Spirit,0,5,2,0.4
7335,4b0041ec6b0729f6,SSG,CoreJJ,1,0,4,5
7336,4b0041ec6b0729f6,SSG,Crown,4,2,3,3.5
7337,4b0041ec6b0729f6,SSG,CuVee,2,1,5,7
7338,4b0041ec6b0729f6,SSG,Haru,4,1,3,7
7339,4b0041ec6b0729f6,SSG,Ruler,3,0,6,9
7340,4b0c2f81e133b2c7,DIG,CoreJJ,3,2,5,4
7341,4b0c2f81e133b2c7,DIG,Gamsu,1,5,4,1
7342,4b0c2f81e133b2c7,DIG,Helios,1,6,8,1.5
7343,4b0c2f81e133b2c7,TIP,Apollo,8,1,10,18
7344,4b0c2f81e133b2c7,TIP,Impact,3,1,13,16
7345,4b0c2f81e133b2c7,TIP,Rush,8,2,13,10.5
7346,4b0c2f81e133b2c7,TIP,XiaoWeiXiao,3,2,15,9
7347,4b134e5901c86d2d,NV,Hakuho,0,4,13,3.25
7348,4b134e5901c86d2d,NV,Procxin,5,3,10,5
7349,4b134e5901c86d2d,NV,Seraph,2,4,9,2.75
7350,4b134e5901c86d2d,TL,Dardoch,2,7,6,1.1428571429
7351,4b134e5901c86d2d,TL,Fenix,4,0,7,11
7352,4b134e5901c86d2d,TL,Lourlo,7,2,1,4
7353,4b134e5901c86d2d,TL,Matt,0,4,9,2.25
7354,4b281a331503e363,NME,Flaresz,4,8,9,1.625
7355,4b281a331503e363,NME,Innox,4,3,10,4.6666666667
7356,4b281a331503e363,NME,Trashy,2,5,13,3
7357,4b281a331503e363,NME,otter,4,4,10,3.5
7358,4b281a331503e363,T8,CaliTrlolz8,4,3,16,6.6666666667
7359,4b281a331503e363,T8,Dodo8,4,5,14,3.6
7360,4b281a331503e363,T8,Goldenglue,3,3,15,6
7361,4b281a331503e363,T8,Nien8,11,2,10,10.5
7362,4b281a331503e363,T8,Porpoise8,2,5,13,3
7363,4b2cd21568456013,SPY,Trashy,0,5,3,0.6
7364,4b2cd21568456013,SPY,Wunder,1,2,1,1
7365,4b2cd21568456013,UOL,Move,2,0,16,18
7366,4b2cd21568456013,UOL,Veritas,7,0,9,16
7367,4b2cd21568456013,UOL,Vizicsacsi,2,0,12,14
7368,4b4d1f07e75659a9,GV,Bunny FuFuu,0,2,1,0.5
7369,4b4d1f07e75659a9,GV,Keane,0,2,1,0.5
7370,4b4d1f07e75659a9,TSM,Bjergsen,4,0,9,13
7371,4b4d1f07e75659a9,TSM,Dyrus,5,0,5,10
7372,4b4d1f07e75659a9,TSM,Santorin,2,1,9,11
7373,4b4d1f07e75659a9,TSM,WildTurtle,3,1,7,10
7374,4b5a48e5e6fbd890,SKT,Bengi,2,4,12,3.5
7375,4b5a48e5e6fbd890,SKT,MaRin,3,2,8,5.5
7376,4b5a48e5e6fbd890,SKT,Wolf,0,2,12,6
7377,4b5a48e5e6fbd890,kt,Arrow,4,3,8,4
7378,4b5a48e5e6fbd890,kt,Nagne,3,5,8,2.2
7379,4b5a48e5e6fbd890,kt,Score,3,4,8,2.75
7380,4b5a48e5e6fbd890,kt,Ssumday,5,3,6,3.6666666667
7381,4b5a48e5e6fbd890,kt,hachani,1,3,11,4
7382,4b781f9709ba1366,ROX,GorillA,3,3,9,4
7383,4b781f9709ba1366,ROX,Peanut,7,2,6,6.5
7384,4b781f9709ba1366,ROX,PraY,5,2,12,8.5
7385,4b781f9709ba1366,ROX,Smeb,0,3,10,3.3333333333
7386,4b781f9709ba1366,SKT,Bang,2,4,3,1.25
7387,4b781f9709ba1366,SKT,Blank,2,4,5,1.75
7388,4b781f9709ba1366,SKT,Duke,4,3,3,2.3333333333
7389,4b781f9709ba1366,SKT,Faker,3,2,4,3.5
7390,4b781f9709ba1366,SKT,Wolf,0,6,4,0.6666666667
7391,4b8783ac4c358c01,TL,FeniX,1,3,2,1
7392,4b8783ac4c358c01,TL,Piglet,1,1,2,3
7393,4b8783ac4c358c01,TL,Quas,1,1,1,2
7394,4b8783ac4c358c01,TL,Xpecial,0,2,4,2
7395,4b8783ac4c358c01,TSM,Bjergsen,1,1,10,11
7396,4b8783ac4c358c01,TSM,Dyrus,4,0,3,7
7397,4b8783ac4c358c01,TSM,Santorin,2,0,11,13
7398,4ba064d507e7d485,SSG,CuVee,1,2,6,3.5
7399,4ba064d507e7d485,SSG,Haru,4,1,6,10
7400,4ba064d507e7d485,SSG,Stitch,2,0,3,5
7401,4ba064d507e7d485,bbq,Bless,2,3,1,1
7402,4ba064d507e7d485,bbq,Crazy,1,2,2,1.5
7403,4ba064d507e7d485,bbq,Ghost,0,2,2,1
7404,4be50c234a9d8118,G2,Expect,6,2,5,5.5
7405,4be50c234a9d8118,G2,Perkz,1,2,5,3
7406,4be50c234a9d8118,G2,Trick,2,2,7,4.5
7407,4be50c234a9d8118,G2,mithy,0,1,11,11
7408,4be50c234a9d8118,SKT,Bang,2,3,2,1.3333333333
7409,4be50c234a9d8118,SKT,Huni,1,4,4,1.25
7410,4be50c234a9d8118,SKT,Peanut,1,2,5,3
7411,4c06ad26ec103f6d,C9,Impact,1,5,10,2.2
7412,4c06ad26ec103f6d,C9,Jensen,2,2,7,4.5
7413,4c06ad26ec103f6d,C9,Smoothie,1,2,11,6
7414,4c06ad26ec103f6d,C9,Sneaky,4,1,6,10
7415,4c06ad26ec103f6d,CLG,Darshan,0,4,9,2.25
7416,4c06ad26ec103f6d,CLG,Huhi,2,2,6,4
7417,4c0eef4bc6a24f18,C9,Impact,1,4,5,1.5
7418,4c0eef4bc6a24f18,C9,Jensen,5,2,1,3
7419,4c0eef4bc6a24f18,IMT,Adrian,0,1,16,16
7420,4c0eef4bc6a24f18,IMT,Huni,6,2,13,9.5
7421,4c0eef4bc6a24f18,IMT,Pobelter,4,1,9,13
7422,4c0eef4bc6a24f18,IMT,Reignover,5,1,9,14
7423,4c0eef4bc6a24f18,IMT,WildTurtle,8,1,7,15
7424,4c1378237bf547ed,G2,Emperor,8,1,6,14
7425,4c1378237bf547ed,G2,Hybrid,0,1,13,13
7426,4c1378237bf547ed,G2,Kikis,3,0,4,7
7427,4c1378237bf547ed,G2,Perkz,3,1,10,13
7428,4c1378237bf547ed,G2,Trick,3,1,4,7
7429,4c1378237bf547ed,SPY,Wunderwear,0,3,4,1.3333333333
7430,4c1ef0a237b083e7,JAG,Chaser,6,2,12,9
7431,4c1ef0a237b083e7,JAG,Chei,2,5,15,3.4
7432,4c1ef0a237b083e7,JAG,GBM,6,3,12,6
7433,4c1ef0a237b083e7,JAG,TrAce,2,3,13,5
7434,4c1ef0a237b083e7,NJE,Duke,3,4,12,3.75
7435,4c1ef0a237b083e7,NJE,Ggoong,7,3,7,4.6666666667
7436,4c1ef0a237b083e7,NJE,Watch,2,6,12,2.3333333333
7437,4c3cd1ad8ca14b58,ROX,Key,0,3,10,3.3333333333
7438,4c3cd1ad8ca14b58,ROX,Mickey,1,5,3,0.8
7439,4c3cd1ad8ca14b58,ROX,Mightybear,4,3,3,2.3333333333
7440,4c3cd1ad8ca14b58,ROX,Shy,3,5,4,1.4
7441,4c3cd1ad8ca14b58,bbq,Bless,3,3,7,3.3333333333
7442,4c3cd1ad8ca14b58,bbq,Crazy,4,0,12,16
7443,4c3cd1ad8ca14b58,bbq,Tempt,4,0,13,17
7444,4c3cd1ad8ca14b58,bbq,Totoro,1,3,17,6
7445,4c3d3249393184c0,SSG,CuVee,0,3,1,0.3333333333
7446,4c3d3249393184c0,SSG,Eve,0,2,2,1
7447,4c3d3249393184c0,kt,Fixer,1,0,7,8
7448,4c3d3249393184c0,kt,Score,1,0,5,6
7449,4c3d3249393184c0,kt,Ssumday,0,0,7,7
7450,4c3dff841237f2c1,G2,Expect,2,4,1,0.75
7451,4c3dff841237f2c1,G2,Trick,0,3,7,2.3333333333
7452,4c3dff841237f2c1,G2,mithy,0,3,4,1.3333333333
7453,4c3dff841237f2c1,SKT,Bang,2,1,11,13
7454,4c3dff841237f2c1,SKT,Huni,0,2,11,5.5
7455,4c3dff841237f2c1,SKT,Peanut,9,0,6,15
7456,4c40b4f440e0d5b8,FNC,Broxah,5,0,2,7
7457,4c40b4f440e0d5b8,FNC,Caps,2,0,9,11
7458,4c40b4f440e0d5b8,FNC,Jesiz,3,1,11,14
7459,4c40b4f440e0d5b8,FNC,Rekkles,6,2,9,7.5
7460,4c40b4f440e0d5b8,FNC,sOAZ,3,3,12,5
7461,4c40b4f440e0d5b8,MSF,Alphari,3,3,2,1.6666666667
7462,4c40b4f440e0d5b8,MSF,Hans Sama,0,3,4,1.3333333333
7463,4c40b4f440e0d5b8,MSF,KaKAO,3,3,1,1.3333333333
7464,4c40b4f440e0d5b8,MSF,PowerOfEvil,0,3,2,0.6666666667
7465,4c4e565dc2179754,CGE,SpeaR,0,3,1,0.3333333333
7466,4c4e565dc2179754,FW,Karsa,7,0,6,13
7467,4c4e565dc2179754,FW,MMD,2,0,6,8
7468,4c4e565dc2179754,FW,Maple,2,1,5,7
7469,4c4e565dc2179754,FW,NL,4,0,7,11
7470,4c4e565dc2179754,FW,SwordArT,1,0,9,10
7471,4c50e0fcc7fbf489,MVP,ADD,1,0,7,8
7472,4c50e0fcc7fbf489,MVP,Beyond,3,1,6,9
7473,4c50e0fcc7fbf489,MVP,Ian,2,2,4,3
7474,4c50e0fcc7fbf489,MVP,MaHa,6,1,3,9
7475,4c50e0fcc7fbf489,MVP,Max,1,1,9,10
7476,4c50e0fcc7fbf489,bbq,Bless,1,2,1,1
7477,4c50e0fcc7fbf489,bbq,Crazy,0,2,2,1
7478,4c50e0fcc7fbf489,bbq,Totoro,0,2,4,2
7479,4c59738ac3e7e556,CLG,Darshan,4,2,7,5.5
7480,4c59738ac3e7e556,CLG,Huhi,3,5,6,1.8
7481,4c59738ac3e7e556,CLG,Stixxay,0,7,10,1.4285714286
7482,4c59738ac3e7e556,CLG,Xmithie,5,4,5,2.5
7483,4c59738ac3e7e556,FLY,Altec,6,3,12,6
7484,4c59738ac3e7e556,FLY,Balls,2,2,11,6.5
7485,4c59738ac3e7e556,FLY,Hai,8,4,9,4.25
7486,4c59738ac3e7e556,FLY,LemonNation,3,2,11,7
7487,4c59738ac3e7e556,FLY,Moon,7,3,9,5.3333333333
7488,4c75eed3e321fae9,FNC,Febiven,4,2,10,7
7489,4c75eed3e321fae9,FNC,Gamsu,9,1,3,12
7490,4c75eed3e321fae9,FNC,Rekkles,4,2,9,6.5
7491,4c75eed3e321fae9,FNC,Spirit,3,1,13,16
7492,4c75eed3e321fae9,OG,Amazing,2,5,5,1.4
7493,4c75eed3e321fae9,OG,sOAZ,1,8,4,0.625
7494,4ca1cdef9ca16714,CLG,Darshan,3,5,2,1
7495,4ca1cdef9ca16714,CLG,Huhi,4,3,4,2.6666666667
7496,4ca1cdef9ca16714,CLG,Stixxay,2,2,6,4
7497,4ca1cdef9ca16714,CLG,Xmithie,2,3,7,3
7498,4ca1cdef9ca16714,TL,Lourlo,3,0,12,15
7499,4ca1cdef9ca16714,TL,Piglet,5,2,9,7
7500,4ca1cdef9ca16714,TL,Reignover,2,6,6,1.3333333333
7501,4cb7e337716db287,FW,MMD,1,3,5,2
7502,4cb7e337716db287,FW,Maple,3,1,4,7
7503,4cb7e337716db287,FW,NL,2,2,5,3.5
7504,4cb7e337716db287,FW,SwordArT,0,0,5,5
7505,4cb7e337716db287,ahq,Ziv,0,2,7,3.5
7506,4cc2d0f2b3ddd4b5,G2,Expect,4,3,9,4.3333333333
7507,4cc2d0f2b3ddd4b5,G2,Perkz,2,4,5,1.75
7508,4cc2d0f2b3ddd4b5,G2,Trick,5,5,6,2.2
7509,4cc2d0f2b3ddd4b5,G2,Zven,6,3,6,4
7510,4cc2d0f2b3ddd4b5,UOL,Exileh,7,5,7,2.8
7511,4cc2d0f2b3ddd4b5,UOL,Hylissang,2,3,9,3.6666666667
7512,4cc2d0f2b3ddd4b5,UOL,Samux,5,5,8,2.6
7513,4cc2d0f2b3ddd4b5,UOL,Vizicsacsi,2,3,5,2.3333333333
7514,4cc2d0f2b3ddd4b5,UOL,Xerxe,3,1,11,14
7515,4cdfcc0ba4e0f71a,GIA,Flaxxish,5,2,5,5
7516,4cdfcc0ba4e0f71a,GIA,HeaQ,3,2,10,6.5
7517,4cdfcc0ba4e0f71a,GIA,Hustlin,1,4,14,3.75
7518,4cdfcc0ba4e0f71a,GIA,Memento,3,1,10,13
7519,4cdfcc0ba4e0f71a,GIA,Night,5,3,6,3.6666666667
7520,4cdfcc0ba4e0f71a,MSF,Alphari,2,3,5,2.3333333333
7521,4cdfcc0ba4e0f71a,MSF,Hans Sama,2,3,6,2.6666666667
7522,4cdfcc0ba4e0f71a,MSF,KaKAO,1,4,7,2
7523,4ce6f1a80f2c0213,C9,Contractz,5,2,7,6
7524,4ce6f1a80f2c0213,C9,Impact,2,3,12,4.6666666667
7525,4ce6f1a80f2c0213,C9,Jensen,7,4,6,3.25
7526,4ce6f1a80f2c0213,C9,Smoothie,2,1,16,18
7527,4ce6f1a80f2c0213,FLY,Altec,3,4,6,2.25
7528,4ce6f1a80f2c0213,FLY,Balls,1,5,6,1.4
7529,4ce6f1a80f2c0213,FLY,Moon,4,1,7,11
7530,4cf104d5b0021da6,MSF,Alphari,1,1,8,9
7531,4cf104d5b0021da6,MSF,Hans Sama,2,1,6,8
7532,4cf104d5b0021da6,MSF,KaKAO,3,1,7,10
7533,4cf104d5b0021da6,VIT,Cabochard,0,3,2,0.6666666667
7534,4cf104d5b0021da6,VIT,Djoko,0,3,3,1
7535,4cf104d5b0021da6,VIT,Nukeduck,2,1,2,4
7536,4d04bd98725b5dba,GIA,Maxlore,1,0,10,11
7537,4d04bd98725b5dba,GIA,Night,8,1,6,14
7538,4d04bd98725b5dba,GIA,Smittyj,1,1,9,10
7539,4d04bd98725b5dba,UOL,Move,0,2,3,1.5
7540,4d04bd98725b5dba,UOL,Vizicsacsi,1,3,2,1
7541,4d05b2a001837f02,EL,Dexter,1,6,8,1.5
7542,4d05b2a001837f02,EL,Froggen,1,8,6,0.875
7543,4d05b2a001837f02,EL,Jwaow,3,6,4,1.1666666667
7544,4d05b2a001837f02,GIA,Fr3deric,6,3,18,8
7545,4d05b2a001837f02,GIA,G0DFRED,1,1,19,20
7546,4d05b2a001837f02,GIA,PePiiNeRO,12,4,9,5.25
7547,4d05b2a001837f02,GIA,Werlyb,4,2,21,12.5
7548,4d0d95ff29db44d9,SSB,Acorn,0,7,3,0.4285714286
7549,4d0d95ff29db44d9,SSB,Deft,4,4,4,2
7550,4d0d95ff29db44d9,SSB,Heart,0,7,10,1.4285714286
7551,4d0d95ff29db44d9,SSB,Spirit,1,5,6,1.4
7552,4d0d95ff29db44d9,SSW,Dandy,7,4,7,3.5
7553,4d0d95ff29db44d9,SSW,Looper,5,1,14,19
7554,4d0d95ff29db44d9,SSW,Mata,1,1,15,16
7555,4d0d95ff29db44d9,SSW,PawN,9,3,12,7
7556,4d0d95ff29db44d9,SSW,imp,5,2,10,7.5
7557,4d18a11c57bae8fe,CJ,Untara,0,2,1,0.5
7558,4d18a11c57bae8fe,JAG,Kuzan,1,1,7,8
7559,4d18a11c57bae8fe,JAG,Pilot,3,0,5,8
7560,4d18a11c57bae8fe,JAG,TrAce,2,0,3,5
7561,4d18a11c57bae8fe,JAG,Winged,3,0,6,9
7562,4d3b6922fde962c8,ESC,Bless,1,4,1,0.5
7563,4d3b6922fde962c8,LZ,Chaser,4,1,6,10
7564,4d3b6922fde962c8,LZ,Coco,1,0,10,11
7565,4d3b6922fde962c8,LZ,Expession,2,0,5,7
7566,4d4433eea655dc63,ESC,Bless,1,0,9,10
7567,4d4433eea655dc63,ESC,Crazy,1,2,4,2.5
7568,4d4433eea655dc63,ESC,Tempt,4,0,5,9
7569,4d4433eea655dc63,SKT,Bang,1,0,1,2
7570,4d4433eea655dc63,SKT,Bengi,0,3,1,0.3333333333
7571,4d4433eea655dc63,SKT,Duke,2,3,1,1
7572,4d4871d0e68e336e,DIG,Kirei,0,4,1,0.25
7573,4d4871d0e68e336e,TSM,Bjergsen,6,0,6,12
7574,4d4871d0e68e336e,TSM,Doublelift,1,0,3,4
7575,4d4871d0e68e336e,TSM,Hauntzer,3,1,6,9
7576,4d4871d0e68e336e,TSM,Svenskeren,4,1,7,11
7577,4d4871d0e68e336e,TSM,Yellowstar,1,0,9,10
7578,4d4afe5f3f79f859,DIG,Chaser,4,4,11,3.75
7579,4d4afe5f3f79f859,DIG,Keane,10,5,6,3.2
7580,4d4afe5f3f79f859,DIG,Ssumday,4,4,16,5
7581,4d4afe5f3f79f859,FLY,Balls,3,7,9,1.7142857143
7582,4d4afe5f3f79f859,FLY,Hai,5,4,11,4
7583,4d4afe5f3f79f859,FLY,LemonNation,2,5,12,2.8
7584,4d4afe5f3f79f859,FLY,Moon,2,4,9,2.75
7585,4d75ae1e59b460b9,NV,Ninja,1,4,3,1
7586,4d75ae1e59b460b9,NV,Procxin,2,3,3,1.6666666667
7587,4d75ae1e59b460b9,NV,Seraph,1,8,3,0.5
7588,4d75ae1e59b460b9,P1,Brandini,3,1,17,20
7589,4d75ae1e59b460b9,P1,Inori,13,0,12,25
7590,4d75ae1e59b460b9,P1,Pirean,3,2,20,11.5
7591,4d7a4ca2ee3948d2,H2K,Hjarnan,6,4,4,2.5
7592,4d7a4ca2ee3948d2,H2K,Odoamne,1,4,7,2
7593,4d7a4ca2ee3948d2,H2K,Ryu,3,3,7,3.3333333333
7594,4d7a4ca2ee3948d2,H2K,loulex,0,3,8,2.6666666667
7595,4d7a4ca2ee3948d2,OG,Amazing,1,5,7,1.6
7596,4d7a4ca2ee3948d2,OG,Soaz,4,1,11,15
7597,4d7a4ca2ee3948d2,OG,xPeke,5,1,9,14
7598,4d7a672bc5fd051a,OG,Amazing,2,5,2,0.8
7599,4d7a672bc5fd051a,OG,PowerOfEvil,1,5,2,0.6
7600,4d7a672bc5fd051a,OG,sOAZ,1,4,3,1
7601,4d7a672bc5fd051a,VIT,Cabochard,6,2,5,5.5
7602,4d7a672bc5fd051a,VIT,KaSing,1,1,13,14
7603,4d7a672bc5fd051a,VIT,Nukeduck,5,0,9,14
7604,4d7a672bc5fd051a,VIT,Shook,2,1,11,13
7605,4d98891f250d3738,CJE,Ambition,3,1,1,4
7606,4d98891f250d3738,CJE,Coco,3,0,4,7
7607,4d98891f250d3738,CJE,Shy,2,0,2,4
7608,4d98891f250d3738,CJE,Space,1,0,2,3
7609,4d98891f250d3738,JAG,Chaser,0,3,1,0.3333333333
7610,4d9c6f577342e994,G2,Emperor,3,3,8,3.6666666667
7611,4d9c6f577342e994,G2,Kikis,1,2,8,4.5
7612,4d9c6f577342e994,G2,Trick,5,3,7,4
7613,4d9c6f577342e994,UOL,Fox,2,3,2,1.3333333333
7614,4d9c6f577342e994,UOL,Vizicsacsi,3,2,3,3
7615,4d9c6f577342e994,UOL,loulex,2,3,7,3
7616,4dc278c3b42921f4,SSB,Catch,1,0,10,11
7617,4dc278c3b42921f4,SSB,Soul,0,5,8,1.6
7618,4dc278c3b42921f4,SSG,CuVee,2,3,3,1.6666666667
7619,4dc278c3b42921f4,SSG,Eve,2,3,3,1.6666666667
7620,4dc278c3b42921f4,SSG,Fury,2,2,2,2
7621,4dc278c3b42921f4,SSG,Wraith,1,2,3,2
7622,4dc4b734e1b86b39,KDM,Punch,1,3,3,1.3333333333
7623,4dc4b734e1b86b39,KDM,Roach,0,1,3,3
7624,4dc4b734e1b86b39,kt,Pawn,5,2,3,4
7625,4dc4b734e1b86b39,kt,Score,1,1,5,6
7626,4dc4b734e1b86b39,kt,Smeb,1,1,5,6
7627,4dc849c706ec1631,M17,BoBo,1,2,3,2
7628,4dc849c706ec1631,M17,Dreamer,1,5,5,1.2
7629,4dc849c706ec1631,M17,Taizan,1,2,3,2
7630,4dc849c706ec1631,M17,Unknown,3,2,3,3
7631,4dc849c706ec1631,ahq,Chawy,3,1,6,9
7632,4dc849c706ec1631,ahq,Mountain,0,1,10,10
7633,4dc849c706ec1631,ahq,Ziv,4,2,5,4.5
7634,4dcf6597f797a001,AFs,Kramer,4,4,6,2.5
7635,4dcf6597f797a001,AFs,Kuro,6,3,5,3.6666666667
7636,4dcf6597f797a001,AFs,MaRin,2,3,9,3.6666666667
7637,4dcf6597f797a001,AFs,Spirit,5,5,6,2.2
7638,4dcf6597f797a001,AFs,TusiN,1,5,14,3
7639,4dcf6597f797a001,JAG,SnowFlower,1,7,14,2.1428571429
7640,4dcf6597f797a001,JAG,Teddy,7,5,8,3
7641,4dcf6597f797a001,JAG,UmTi,8,3,6,4.6666666667
7642,4dcf6597f797a001,JAG,ikssu,1,2,10,5.5
7643,4dd217e5dfa4232e,HKE,Dinter,1,2,3,2
7644,4dd217e5dfa4232e,HKE,GodKwai,2,2,3,2.5
7645,4dd217e5dfa4232e,HKE,Olleh,1,3,6,2.3333333333
7646,4dd217e5dfa4232e,HKE,Rokenia,2,3,5,2.3333333333
7647,4dd217e5dfa4232e,M17,Apex,4,4,6,2.5
7648,4dd217e5dfa4232e,M17,BoBo,3,2,5,4
7649,4dd217e5dfa4232e,M17,Taizan,1,1,9,10
7650,4de648e433d6f625,HKE,Dinter,1,1,10,11
7651,4de648e433d6f625,HKE,MapleSnow,5,1,6,11
7652,4de648e433d6f625,TPA,Morning,3,3,1,1.3333333333
7653,4de648e433d6f625,TPA,REFRA1N,0,2,4,2
7654,4df1d6e872afa2ba,C9,Impact,0,1,12,12
7655,4df1d6e872afa2ba,C9,Sneaky,2,1,9,11
7656,4df1d6e872afa2ba,DIG,Chaser,1,2,4,2.5
7657,4df1d6e872afa2ba,DIG,Keane,2,3,4,2
7658,4df1d6e872afa2ba,DIG,Ssumday,1,3,3,1.3333333333
7659,4dfdea48aac239cf,FW,KKramer,12,3,5,5.6666666667
7660,4dfdea48aac239cf,FW,Karsa,2,0,16,18
7661,4dfdea48aac239cf,FW,Maple,6,1,12,18
7662,4dfdea48aac239cf,FW,Steak,4,1,15,19
7663,4dfdea48aac239cf,FW,SwordArT,0,1,20,20
7664,4dfdea48aac239cf,HKE,Dinter,0,7,5,0.7142857143
7665,4dfdea48aac239cf,HKE,Stanley,0,4,3,0.75
7666,4e2626617b89253c,AHQ,AN,6,1,7,13
7667,4e2626617b89253c,AHQ,Albis,0,2,11,5.5
7668,4e2626617b89253c,AHQ,Mountain,2,0,7,9
7669,4e2626617b89253c,AHQ,Ziv,3,0,3,6
7670,4e2626617b89253c,ITZ,Yang,0,1,1,1
7671,4e2626617b89253c,ITZ,micaO,0,2,2,1
7672,4e2626617b89253c,ITZ,tockers,1,3,1,0.6666666667
7673,4e2dfb93a17542c8,T8,CaliTrlolz8,2,6,2,0.6666666667
7674,4e2dfb93a17542c8,T8,Maplestreet8,1,3,2,1
7675,4e2dfb93a17542c8,T8,Porpoise8,1,3,5,2
7676,4e2dfb93a17542c8,TSM,Bjergsen,3,2,10,6.5
7677,4e2dfb93a17542c8,TSM,Dyrus,2,2,5,3.5
7678,4e2dfb93a17542c8,TSM,Lustboy,2,1,12,14
7679,4e2dfb93a17542c8,TSM,Santorin,5,1,9,14
7680,4e2dfb93a17542c8,TSM,WildTurtle,5,1,6,11
7681,4e664ad08922d8f0,AHQ,Albis,1,4,14,3.75
7682,4e664ad08922d8f0,AHQ,Mountain,3,5,10,2.6
7683,4e664ad08922d8f0,AHQ,Ziv,4,7,11,2.1428571429
7684,4e664ad08922d8f0,EDG,Clearlove,1,2,16,8.5
7685,4e664ad08922d8f0,EDG,Deft,7,5,10,3.4
7686,4e664ad08922d8f0,EDG,Koro1,7,4,12,4.75
7687,4e664ad08922d8f0,EDG,PawN,10,2,8,9
7688,4e7dc684791509d9,JAG,Kuzan,6,5,8,2.8
7689,4e7dc684791509d9,JAG,Teddy,5,4,4,2.25
7690,4e7dc684791509d9,JAG,UmTi,3,2,13,8
7691,4e7dc684791509d9,JAG,ikssu,2,6,9,1.8333333333
7692,4e7dc684791509d9,LZ,Crash,7,3,9,5.3333333333
7693,4e7dc684791509d9,LZ,Expession,0,3,8,2.6666666667
7694,4e7dc684791509d9,LZ,Fly,8,3,6,4.6666666667
7695,4e7dc684791509d9,LZ,GorillA,2,6,12,2.3333333333
7696,4e7dc684791509d9,LZ,PraY,3,6,9,2
7697,4e7fb682330ece9c,MVP,ADD,2,7,2,0.5714285714
7698,4e7fb682330ece9c,MVP,Beyond,1,3,2,1
7699,4e7fb682330ece9c,ROX,Cry,7,1,3,10
7700,4e7fb682330ece9c,ROX,Peanut,5,2,5,5
7701,4e7fb682330ece9c,ROX,PraY,2,0,9,11
7702,4e7fb682330ece9c,ROX,Smeb,3,2,10,6.5
7703,4eaf6c78dfa6f893,GIA,Flaxxish,4,3,6,3.3333333333
7704,4eaf6c78dfa6f893,GIA,HeaQ,4,3,3,2.3333333333
7705,4eaf6c78dfa6f893,GIA,Memento,0,5,5,1
7706,4eaf6c78dfa6f893,GIA,NighT,2,4,5,1.75
7707,4eaf6c78dfa6f893,OG,Naehyun,7,1,8,15
7708,4eaf6c78dfa6f893,OG,Satorius,2,0,7,9
7709,4eaf6c78dfa6f893,OG,Tabzz,3,3,10,4.3333333333
7710,4eaf6c78dfa6f893,OG,Wisdom,4,5,9,2.6
7711,4eba084343b4c053,APX,Ray,2,2,3,2.5
7712,4eba084343b4c053,APX,ShrimP,0,6,4,0.6666666667
7713,4eba084343b4c053,NV,Ninja,7,2,10,8.5
7714,4eba084343b4c053,NV,Procxin,0,1,15,15
7715,4eba084343b4c053,NV,Seraph,1,1,13,14
7716,4ed6a16907542eac,GIA,Adryh,0,3,3,1
7717,4ed6a16907542eac,GIA,BetongJocke,1,4,1,0.5
7718,4ed6a16907542eac,GIA,xPePii,1,3,1,0.6666666667
7719,4ed6a16907542eac,SPY,Kobbe,3,1,7,10
7720,4ed6a16907542eac,SPY,Nisbeth,0,1,11,11
7721,4ed6a16907542eac,SPY,Sencux,10,0,5,15
7722,4ed6a16907542eac,SPY,Trashy,0,0,8,8
7723,4ed6a16907542eac,SPY,Wunderwear,3,1,2,5
7724,4ed8e2415375e46a,CLG,Aphromoo,1,1,13,14
7725,4ed8e2415375e46a,CLG,Xmithie,0,1,14,14
7726,4ed8e2415375e46a,CLG,ZionSpartan,0,0,12,12
7727,4ed8e2415375e46a,WFX,Avalon,1,5,2,0.6
7728,4ed8e2415375e46a,WFX,Pobelter,1,1,2,3
7729,4edad77b1fa95b47,H2K,FORG1VEN,1,0,5,6
7730,4edad77b1fa95b47,H2K,Jankos,3,1,6,9
7731,4edad77b1fa95b47,H2K,Odoamne,5,0,2,7
7732,4edad77b1fa95b47,H2K,Ryu,3,0,4,7
7733,4edad77b1fa95b47,ITZ,Yang,0,0,1,1
7734,4ee28c7066b9abec,GV,Cop,5,2,10,7.5
7735,4ee28c7066b9abec,GV,Hauntzer,7,2,14,10.5
7736,4ee28c7066b9abec,GV,Keane,7,1,6,13
7737,4ee28c7066b9abec,GV,Saintvicious,4,3,12,5.3333333333
7738,4ee28c7066b9abec,TL,FeniX,6,7,4,1.4285714286
