match_id,team_name
001a1f289e3bab22,10
001f50c8547e2e73,10
002f613ae09ad421,9
003aefd58000cbd6,10
003dba1358cd918a,10
005a9b7b25ee9ac5,10
0073b31255641f6c,10
0076dde983f72733,10
00986b51908a63c3,10
00a7858e986c8d87,10
00bad4da4d94bdbf,10
00c7bcac9e02c63a,10
00df84280ed2625b,10
00e4eb2c47c14065,10
010806395ccc936c,10
011812adaddc83e0,10
01368b5ce8fcef87,10
01417eebd0d9ccb3,10
0156b7df31ad8a79,10
016ac9c66c8ac080,10
01a96409b7684abe,10
01aec9f5934783bc,10
01af899d3540b3e8,10
01b203061ba62154,10
01b3f6da3669f2e0,10
01ba7b307c7b8202,10
01cc9b6ed7a1399c,10
01dd2d806162619a,10
01de05166befb130,10
01f5e2ea22b0aa6a,10
02026af18269d92c,10
02028334d7d140fa,10
0213115c2f20bacd,10
0217774f5fcfd38c,10
0222a96c1bc9a892,10
0229872b393c3da5,10
0249b915baf404f2,10
0252d1b630f3bb39,10
028b7ab92a345cf5,10
02a02ea44b0b14c5,10
02a3e78ea1ea6e23,10
02a54b0f61a8af09,10
02acb71d99b67bd7,10
02b9060a6ab61fc5,10
02bb50cd9654cf5d,10
02cc26d22aee2848,10
02da363c63f11c8c,10
02e4fa0156c319e6,10
02fe6775b364438e,10
030bab19effe717c,10
0310e0364acebf89,10
032033cddc7b870b,10
032ec6732c142a08,10
03336bc5758a759d,10
035f73b1b70fb706,10
0364e2e542b777a4,10
036c385c6932f9df,10
036e6cef9568efd8,10
037bf9c7473334ac,10
038de38887156e3a,10
03ce6fcebc623234,10
03d24db4e9f84a1e,10
03d50976ba570b35,10
03d53124a83de518,10
03e63541154cbf11,10
03e84bb32f2423fc,10
0418fe2b0ce96318,10
042ec83d7a8f88aa,10
0448c97e526ab0f7,10
0456e04690de8c6f,10
0461de71f9989ba7,10
0464ba4b2048d781,10
048402ddf75bef64,9
048cce3454866c45,10
04913800614ff1ac,10
049ca2add45db410,10
04a408ebb33a317c,10
04ad96cea3acd7df,10
04d6388306d1e785,10
04e095c64c5769b7,10
04ecdf312cd55f6b,10
04f29577b8665371,10
04f2f07b3f7a9d83,10
05054169c81539b4,10
05418d865b63dd88,10
0543b77fdf55e52e,10
055172ab7f1efc4c,10
055b17da8456fdc8,10
0565660d8b72d749,10
057fcb4968b25e0f,10
0590ddde97cb82d0,10
05abd4c334651b0d,10
05e2c8eaa9547ff1,10
05e7ce7165b3a533,10
060673f2d5b5fa1c,10
06368b209802df9f,10
063f88396ebefd89,10
064626c82d297ff8,10
065c380f65fa59d2,10
068ca292c82f4758,10
06b32933bc151a38,10
06b4c4cd5e4b5f33,9
06bb5d69b6d46051,10
06c1db9af13bdc0a,10
06db1353b32f6f1f,10
06f228fd93d5add5,10
06f7ed66c4a2ebfd,10
0703355279ad76bd,10
0716f9e3d5c1c5fe,10
0719d075fd39f3dc,10
072c2b0bc489d7e3,10
0732428e8e182fc4,10
073bec0dc2b00865,10
074aad5bf8271db7,10
076cf8f090de1f98,10
078b0ea503a36fee,10
07a2d5c57b595301,10
07acc2f179e16e5a,10
07bfc90bea44abdf,10
07dd7f478849248b,10
07f89ba08ad1f2b3,10
0877aa19eb0decf8,10
08834a307e2499fd,10
088793e961a98ba3,10
08cace00c3aec3f2,10
08e695ce409fc198,10
08e7331c24396957,10
08f3ce8ac9cbd0a0,10
090fc77d706e30cc,10
091c862c58b4fc5d,10
091e9cf7f58de3b1,10
092fbdd0935158ba,10
0949493e4b1d2840,10
095f04e06c7fe592,10
0983b061a3de0700,10
09b4260bc296eb42,10
09d9dc4c7b495ace,10
0a02726928445cdc,10
0a0e8846b9dd4ef7,10
0a0ecdfbe1497be1,10
0a16bac145768a03,10
0a182ab8213f37e4,10
0a41b33180c32724,10
0a5108ce4179f9da,10
0a63abe984bfef2d,10
0a6dd1a22f416be4,10
0a832eea1bca60d1,10
0a8b4c4177376b12,10
0aa7038786e19c70,10
0ab93222dccf8784,10
0abe526de3932809,10
0ac141320e5d0d1a,10
0aef51a0dbe55dd0,10
0b096f92735d1c44,10
0b2f5db5a1e87c90,10
0b4828b263b93d18,10
0b4c26291a757a2d,10
0b5a9e07d29c35e5,10
0b8625c860215a9f,10
0c01aad38de177d7,10
0c16aabec2ec129b,10
0c28ee7d01a09cc3,10
0c4a30175b46ac73,10
0c602571c60cc7ae,10
0c657fe1e7da84ea,10
0c6d2faf595809fa,10
0c747713dc79bc86,10
0c8bb595be5bb54e,10
0c911a50844a8d37,10
0c93d2340007ebf9,10
0c99f9a27d6a1a69,10
0ca38e86e4a327d7,10
0cd8238034aec606,10
0ce321162a09233f,10
0ce3cff3ee930c35,10
0cfc20106031d777,10
0d42f504c2492f8a,10
0d6435b31bfa3c40,10
0d6831599620d2bd,10
0d69b8d1b636da2f,10
0d916de390dd3852,10
0daca494b7eb4292,10
0dd958084f9e0e67,10
0ddf22cf6af50bf3,10
0dea3381dd8783f4,10
0e0df6658e6017ca,10
0e14cb721685588d,10
0e3392f0f72f5f94,10
0e477fff64377f93,10
0e77fe9ce1eeb96b,10
0e79fba0d5505f56,10
0e7bd049ef8baa67,10
0e95d971fc903f68,10
0e97c8cd0de39e78,10
0eacfe6f8a4cfb3d,10
0eb3372f9377b0af,10
0ed1cd0e0e57329c,10
0eda4e2407d59837,10
0ee1b310e90f7f13,10
0ef19c7f488ab072,10
0f15c2690aedae7a,10
0f23e9f0cf5aacf1,10
0f43ac3d84784545,10
0f6e22ad6d63292f,10
0f6f8fb33de0777e,10
