,match_id,league,season,year,team_name,red_or_blue_side,result,game_length,top_player,top_champ,jungle_player,jungle_champ,mid_player,mid_champ,adc_player,adc_champ,support_player,support_champ,ban_1,ban_2,ban_3,ban_4,ban_5
1748,3bb3981dc83b4009,LCK,Spring_Season,2016,AFs,blue,0,44,ikssu,Lulu,LirA,Graves,Mickey,TwistedFate,Sangyoon,Sivir,SnowFlower,Alistar,'Lux', 'Gangplank', 'Trundle',,
1749,3bb3981dc83b4009,LCK,Spring_Season,2016,LZ,red,1,44,Expession,Poppy,Chaser,Nidalee,Coco,Corki,Cpt Jack,Lucian,TahmKench,Pure,'Zed', 'Ryze', 'Kalista',,
1750,3bb81b57ba5c5351,LMS,Summer_Season,2016,FW,blue,1,31,MMD,Maokai,Karsa,LeeSin,Maple,Vladimir,NL,Jhin,SwordArT,Thresh,'Gnar', 'Shen', 'Gangplank',,
1751,3bb81b57ba5c5351,LMS,Summer_Season,2016,JT,red,0,31,Morning,Trundle,REFRA1N,RekSai,FoFo,Anivia,BeBe,Ashe,Alistar,Jay,'Graves', 'Nidalee', 'Sivir',,
1753,3bbc2ed27b16d25b,LMS,Summer_Season,2015,AS,blue,1,31,MapleSnow,Rumble,Zonda,Ekko,Achie,Jayce,BeBe,Ashe,Weiiii,Nautilus,'Leblanc', 'Alistar', 'Kalista',,
1752,3bbc2ed27b16d25b,LMS,Summer_Season,2015,LGS,red,0,31,Lat,Maokai,illusion,Gragas,Breaker,Lulu,RD,Lucian,Thresh,Ysera,'Varus', 'Ryze', 'Sivir',,
1755,3bd4d1e1f8fbdccf,CBLOL,Winter_Playoffs,2016,CNB,blue,0,46,LEP,Jax,Minerva,RekSai,tinowns,Viktor,pbO,Sivir,Wos,Braum,'Vladimir', 'Nidalee', 'Bard',,
1754,3bd4d1e1f8fbdccf,CBLOL,Winter_Playoffs,2016,ITZ,red,1,46,Yang,Trundle,Revolta,Gragas,tockers,Azir,micaO,Ashe,Karma,Jockster,'Taliyah', 'Zyra', 'Jhin',,
1756,3bfd8589eb36b8f4,LCK,Spring_Season,2016,kt,blue,1,40,Ssumday,Fiora,Score,Graves,Fly,Zilean,Arrow,Corki,IgNar,Alistar,'Thresh', 'Trundle', 'Lulu',,
1757,3bfd8589eb36b8f4,LCK,Spring_Season,2016,EMF,red,0,40,Hipo,TahmKench,Crush,Nidalee,Edge,Viktor,SSol,Kalista,Poppy,GuGer,'Gangplank', 'Ryze', 'Elise',,
1759,3bfe3bf26c09190e,North_America,Spring_Season,2017,CLG,blue,1,27,Darshan,Shen,Xmithie,Graves,Huhi,Orianna,Stixxay,Ezreal,aphromoo,Bard,'Elise', 'Leblanc', 'Olaf', 'Nami', 'Jayce'
1758,3bfe3bf26c09190e,North_America,Spring_Season,2017,P1,red,0,27,zig,Nautilus,Meteos,Rengar,Ryu,Syndra,Arrow,Jhin,Soraka,Adrian,'Thresh', 'Varus', 'Ashe', 'AurelionSol', 'Malzahar'
1761,3c0bbf9519a44fb1,North_America,Spring_Season,2017,TSM,blue,1,30,Hauntzer,Nautilus,Svenskeren,Khazix,Bjergsen,Cassiopeia,WildTurtle,Varus,Biofrost,Braum,'Syndra', 'Zyra', 'Jayce', 'Malzahar', 'Karma'
1760,3c0bbf9519a44fb1,North_America,Spring_Season,2017,DIG,red,0,30,Ssumday,Maokai,Chaser,RekSai,Keane,Ryze,LOD,Ashe,Morgana,Xpecial,'Leblanc', 'Rengar', 'Camille', 'Taric', 'Thresh'
1762,3c156ad900e42b35,LCK,Summer_Playoffs,2015,kt,blue,1,51,ssumday,Riven,Score,Gragas,Nagne,Azir,Arrow,Vayne,Piccaboo,Janna,'Ryze', 'Braum', 'Shen',,
1763,3c156ad900e42b35,LCK,Summer_Playoffs,2015,KOO,red,0,51,Smeb,Rumble,Hojin,LeeSin,Kuro,Varus,PraY,KogMaw,Alistar,GorillA,'Kalista', 'Lulu', 'Fizz',,
1765,3c1a4378edc21fcb,LMS,Spring_Playoffs,2015,TPA,blue,0,61,Morning,Hecarim,Winds,RekSai,Chawy,Chogath,Lupin,Urgot,Jay,Leona,'Fizz', 'Zed', 'Sejuani',,
1764,3c1a4378edc21fcb,LMS,Spring_Playoffs,2015,ahq,red,1,61,Ziv,Maokai,Mountain,JarvanIV,westdoor,Karthus,AN,Jinx,Nautilus,Albis,'Leblanc', 'Vladimir', 'Gragas',,
1766,3c2fe29086e1e57a,CBLOL,Summer_Playoffs,2016,RED,blue,1,44,Ayel,Zed,Caos,Gragas,Brucer,Nautilus,SacyR,Kalista,Eryon,Thresh,'Zilean', 'Lux', 'Braum',,
1767,3c2fe29086e1e57a,CBLOL,Summer_Playoffs,2016,PNG,red,0,44,Mylon,Poppy,SirT,Elise,Kami,Chogath,brTT RX,Lucian,Bard,Picoca,'Rammus', 'Lissandra', 'Corki',,
1768,3c7467d3c0084710,LCK,Summer_Season,2016,LZ,blue,1,35,Expession,Gnar,Crash,Gragas,Frozen,Karma,Fury,Lucian,Pure,Alistar,'Varus', 'Ryze', 'Shen',,
1769,3c7467d3c0084710,LCK,Summer_Season,2016,ESC,red,0,35,Firetrap,Trundle,Bless,Elise,Tempt,Vladimir,LokeN,Sivir,Braum,Key,'Gangplank', 'RekSai', 'Nidalee',,
1770,3c8097a288cb52f9,Europe,Spring_Season,2015,CW,blue,1,49,YoungBuck,Lissandra,Airwaks,JarvanIV,Soren,Cassiopeia,Freeze,Graves,Unlimited,Annie,'Leblanc', 'Xerath', 'Zed',,
1771,3c8097a288cb52f9,Europe,Spring_Season,2015,FNC,red,0,49,Huni,Rumble,Reignover,Rengar,Febiven,Orianna,Steeelback,Corki,Janna,YellOwStaR,'Kassadin', 'Kalista', 'Ahri',,
1772,3c88db0d8da6effd,LCK,Spring_Season,2015,NJE,blue,1,34,Duke,Rumble,Watch,JarvanIV,Ggoong,Zed,Ohq,Sivir,Cain,Annie,'Azir', 'Lissandra', 'Gnar',,
1773,3c88db0d8da6effd,LCK,Spring_Season,2015,SKT,red,0,34,MaRin,DrMundo,Bengi,LeeSin,Faker,Xerath,Bang,Tristana,Thresh,Wolf,'Janna', 'Kassadin', 'Maokai',,
1775,3cbf3856b7ccd72e,North_America,Summer_Season,2015,T8,blue,1,51,CaliTrlolz8,Rumble,Porpoise8,Gragas,Goldenglue,Varus,Nien8,Kalista,Dodo8,Thresh,'Nidalee', 'Vladimir', 'Ryze',,
1774,3cbf3856b7ccd72e,North_America,Summer_Season,2015,TDK,red,0,51,Seraph,Irelia,Kez,Evelynn,mancloud,Azir,Lattman,Corki,Alistar,Smoothie,,,,,
1777,3cddce5c4c8a0575,Europe,Regional,2015,GIA,blue,0,34,Werlyb,Olaf,Fr3deric,RekSai,PePiiNeRO,Diana,Adryh,Sivir,G0DFRED,Alistar,'Kalista', 'Lulu', 'Elise',,
1776,3cddce5c4c8a0575,Europe,Regional,2015,ROC,red,1,34,Steve,Gangplank,Jankos,Gragas,nukeduck,Fizz,MrRalleZ,Corki,Shen,Vander,'Jax', 'Morgana', 'Trundle',,
1778,3cfd3597b4d83a8d,LCK,Spring_Season,2016,JAG,blue,1,35,TrAce,Rammus,Winged,Nidalee,Kuzan,Leblanc,Pilot,Ashe,Chei,Alistar,'Fiora', 'Nautilus', 'Corki',,
1779,3cfd3597b4d83a8d,LCK,Spring_Season,2016,kt,red,0,35,Ssumday,Lulu,Score,Graves,Fly,Varus,Arrow,Kalista,Braum,Hachani,'Lissandra', 'Poppy', 'Gangplank',,
1781,3cffc8e4b3e8ed5b,North_America,Summer_Season,2016,CLG,blue,1,25,Darshan,Irelia,Xmithie,RekSai,Huhi,Cassiopeia,Stixxay,Sivir,aphromoo,Bard,'Shen', 'Lissandra', 'TwistedFate',,
1780,3cffc8e4b3e8ed5b,North_America,Summer_Season,2016,P1,red,0,25,zig,Gnar,Inori,Elise,Pirean,Karma,Mash,Ashe,Braum,Gate,'Azir', 'Ryze', 'Vladimir',,
1782,3d04fd2686d282c6,Europe,Spring_Season,2016,FNC,blue,0,50,Gamsu,Poppy,Spirit,Graves,Febiven,Ahri,Rekkles,Corki,Noxiak,Alistar,'Elise', 'Kindred', 'TahmKench',,
1783,3d04fd2686d282c6,Europe,Spring_Season,2016,UOL,red,1,50,Vizicsacsi,Ryze,Diamondprox,RekSai,Fox,Zed,Steeelback,Kalista,Thresh,Hylissang,'Gangplank', 'Lissandra', 'Lulu',,
1784,3d1becf9be5ab966,LCK,Summer_Season,2015,SKT,blue,1,58,MaRin,Hecarim,Tom,Gragas,Easyhoon,Azir,Bang,Urgot,Wolf,Alistar,'Leblanc', 'Maokai', 'Sejuani',,
1785,3d1becf9be5ab966,LCK,Summer_Season,2015,SSB,red,0,58,Soul,Rumble,Catch,RekSai,SaSin,Lulu,Nuclear,KogMaw,Nautilus,Secret,'Kalista', 'Cassiopeia', 'Gnar',,
1786,3d1d826f1ee4f8e6,LCK,Regional,2015,CJE,blue,0,48,Shy,Gangplank,Ambition,Gragas,Coco,Viktor,Space,Ashe,MadLife,Kennen,'Lulu', 'Fiora', 'Malphite',,
1787,3d1d826f1ee4f8e6,LCK,Regional,2015,JAG,red,1,48,TrAce,Maokai,Chaser,Elise,GBM,Orianna,Pilot,Kalista,Alistar,Chei,'Azir', 'Shen', 'Fizz',,
1788,3d1d8da9c13ef00c,Europe,Spring_Season,2015,SK,blue,0,39,fredy122,Kennen,Svenskeren,RekSai,Fox,Leblanc,FORG1VENGRE,Caitlyn,nRated,Lulu,'Zed', 'Irelia', 'Lissandra',,
1789,3d1d8da9c13ef00c,Europe,Spring_Season,2015,H2K,red,1,39,Odoamne,Gnar,loulex,LeeSin,Ryu,Ahri,Hjarnan,Sivir,Annie,kaSing,'Kassadin', 'Nidalee', 'Graves',,
1791,3d32c2f84fcce5e7,LCK,Spring_Season,2016,KDM,blue,1,50,Hipo,TahmKench,Crush,Nidalee,Edge,Varus,SSol,Corki,GuGer,Morgana,'Zed', 'Leblanc', 'Poppy',,
1790,3d32c2f84fcce5e7,LCK,Spring_Season,2016,CJ,red,0,50,Untara,Fiora,Bubbling,Elise,Bdd,Lulu,Kramer,Ezreal,Alistar,MadLife,'Kalista', 'Gangplank', 'KogMaw',,
1792,3d456cd8ce103b25,LMS,Spring_Season,2017,FB,blue,0,26,Ninuo,Renekton,Wind,Elise,MarS,Zed,Unified,Ezreal,SkuLL,Karma,'Ryze', 'Ashe', 'Orianna', 'Malzahar', 'Nami'
1793,3d456cd8ce103b25,LMS,Spring_Season,2017,ahq,red,1,26,Ziv,Maokai,Mountain,LeeSin,Chawy,Syndra,An,Jhin,Lulu,Albis,'Rengar', 'Leblanc', 'Varus', 'Shen', 'Sivir'
1794,3d58feba2dddac1a,LCK,Summer_Season,2016,LZ,blue,1,30,Expession,Ekko,Crash,Hecarim,Frozen,Karma,Fury,Sivir,Pure,TahmKench,'Taliyah', 'Trundle', 'Ashe',,
1795,3d58feba2dddac1a,LCK,Summer_Season,2016,SKT,red,0,30,Duke,Gnar,Bengi,Gragas,Faker,Vladimir,Bang,Jhin,Alistar,Wolf,'Nidalee', 'RekSai', 'Malzahar',,
1796,3d6baa0cc755c64b,North_America,Spring_Season,2015,C9,blue,1,44,Balls,Rumble,Meteos,RekSai,Hai,Zed,Sneaky,Corki,LemonNation,Braum,'Morgana', 'Nidalee', 'Cassiopeia',,
1797,3d6baa0cc755c64b,North_America,Spring_Season,2015,CLG,red,0,44,ZionSpartan,Maokai,Xmithie,JarvanIV,Link,Ahri,Doublelift,Sivir,Thresh,Aphromoo,'Veigar', 'Annie', 'Lissandra',,
1798,3d6d8872c0c2d1c4,LMS,Spring_Season,2016,M17,blue,0,33,BoBo,Trundle,Taizan,RekSai,Apex,Lux,M17Dee,Corki,Dreamer,Braum,'Lulu', 'TahmKench', 'Lissandra',,
1799,3d6d8872c0c2d1c4,LMS,Spring_Season,2016,TPA,red,1,33,Morning,Gnar,REFRA1N,LeeSin,FoFo,Ryze,BeBe,MissFortune,Alistar,Jay,'Karthus', 'Gangplank', 'Nautilus',,
1800,3d7a10dba7f8abdf,Season_World_Championship,International,2014,LMQ,blue,0,38,ackerman,Maokai,NoName,JarvanIV,XiaoWeiXiao,Fizz,Vasilii,Tristana,Mor,Thresh,'Irelia', 'Syndra', 'Khazix',,
1801,3d7a10dba7f8abdf,Season_World_Championship,International,2014,FNC,red,1,38,sOAZ,Rumble,Cyanide,LeeSin,xPeke,Lissandra,Rekkles,Lucian,Janna,YellOwStar,'Yasuo', 'Zilean', 'Alistar',,
1802,3da2489279e6baeb,LMS,Summer_Season,2015,MSE,blue,0,30,LOFS,Jax,Empt2,Gragas,M1ssion,Viktor,CorGi,Sivir,Chunx,Thresh,'Urgot', 'Kalista', 'TwistedFate',,
1803,3da2489279e6baeb,LMS,Summer_Season,2015,ahq,red,1,30,Ziv,Maokai,Mountain,RekSai,westdoor,Fizz,AN,Lucian,Alistar,Albis,'Azir', 'Vladimir', 'Lulu',,
1805,3da4fe9c7cb9341b,LCK,Summer_Season,2015,kt,blue,0,30,Ssumday,Shen,Score,Gragas,Nagne,Lulu,Arrow,Twitch,Piccaboo,Thresh,'Rumble', 'Maokai', 'Corki',,
1804,3da4fe9c7cb9341b,LCK,Summer_Season,2015,SKT,red,1,30,MaRin,Gnar,Bengi,Evelynn,Faker,Ezreal,Bang,Vayne,Alistar,Wolf,'Kalista', 'Ryze', 'KogMaw',,
1806,3dcd13fb68e5b118,Europe,Spring_Season,2017,G2,blue,1,35,Expect,Shen,Trick,Graves,Perkz,Ahri,Zven,Ezreal,mithy,Lulu,'Elise', 'Camille', 'Malzahar', 'Jhin', 'Sivir'
1807,3dcd13fb68e5b118,Europe,Spring_Season,2017,SPY,red,0,35,Wunder,Renekton,Trashy,Gragas,Sencux,Ekko,Kobbe,Caitlyn,Karma,Mikyx,'Varus', 'Leblanc', 'Rengar', 'Gnar', 'Kennen'
1808,3de95c3b77646eac,North_America,Regional,2016,C9,blue,1,39,Impact,Ekko,Meteos,RekSai,Jensen,Taliyah,Sneaky,Ashe,Smoothie,TahmKench,'Sivir', 'Karma', 'Vladimir',,
1809,3de95c3b77646eac,North_America,Regional,2016,NV,red,0,39,Seraph,Kassadin,Procxin,Nidalee,Ninja,Jhin,LOD,Varus,Braum,Hakuho,'Shen', 'Gangplank', 'Gnar',,
1810,3e243c509b701e4f,North_America,Summer_Season,2015,DIG,blue,1,38,Gamsu,Shen,Helios,Evelynn,Shiphtur,Diana,CoreJJ,Ezreal,KiWiKiD,Annie,'Azir', 'Gragas', 'Alistar',,
1811,3e243c509b701e4f,North_America,Summer_Season,2015,T8,red,0,38,CaliTrlolz8,Irelia,Porpoise8,RekSai,Goldenglue,Kassadin,Nien8,Sivir,Nautilus,Dodo8,'Ryze', 'Kalista', 'Thresh',,
1813,3e2cc872b1ad9c5b,North_America,Summer_Season,2015,TDK,blue,0,37,Seraph,Vladimir,Kez,Elise,Ninja,Syndra,Emperor,Vayne,Smoothie,Bard,'Nidalee', 'TwistedFate', 'Nautilus',,
1812,3e2cc872b1ad9c5b,North_America,Summer_Season,2015,TIP,red,1,37,Impact,Shen,Rush,LeeSin,XiaoWeiXiao,Orianna,Apollo,Sivir,Alistar,Gate,'Ryze', 'Kalista', 'RekSai',,
1814,3e7c4c7525329b90,LMS,Spring_Season,2017,FW,blue,1,34,MMD,Nautilus,Karsa,Khazix,Maple,Syndra,Betty,Jhin,SwordArt,Zyra,'Camille', 'Fizz', 'Graves', 'Sion', 'Maokai'
1815,3e7c4c7525329b90,LMS,Spring_Season,2017,XG,red,0,34,Nexus,Gragas,Pony,LeeSin,SiuSiu,Ekko,LBB,Ashe,Lulu,SuKi,'Shen', 'Malzahar', 'Rumble', 'Elise', 'Rengar'
1817,3e7d186f2aedc6d7,Europe,Spring_Playoffs,2017,G2,blue,0,32,Expect,Camille,Trick,Graves,Perkz,Orianna,Zven,Ezreal,mithy,Karma,'Shen', 'Kennen', 'Leblanc', 'Kalista', 'Thresh'
1816,3e7d186f2aedc6d7,Europe,Spring_Playoffs,2017,FNC,red,1,32,sOAZ,Gragas,Broxah,Elise,Caps,AurelionSol,Rekkles,Twitch,Zyra,Jesiz,'Varus', 'Syndra', 'Malzahar', 'Ashe', 'Caitlyn'
1818,3e99aecf1561c172,LMS,Summer_Season,2015,MSE,blue,0,35,LOFS,Irelia,Empt2,Sejuani,M1ssion,Lulu,CorGi,Lucian,Chunx,Annie,'Sivir', 'Vladimir', 'Gragas',,
1819,3e99aecf1561c172,LMS,Summer_Season,2015,HKE,red,1,35,Stanley,Fizz,Dinter,Evelynn,Toyz,TwistedFate,Raison,Kalista,Alistar,Olleh,'Ryze', 'Azir', 'RekSai',,
1821,3ea6375c2ba1b22a,Europe,Spring_Season,2015,SK,blue,1,37,fredy122,Morgana,Svenskeren,RekSai,Fox,Zed,FORG1VENGRE,Corki,nRated,Nami,'Cassiopeia', 'Maokai', 'Karthus',,
1820,3ea6375c2ba1b22a,Europe,Spring_Season,2015,CW,red,0,37,YoungBuck,Kennen,Airwaks,Fizz,Soren,Ahri,Freeze,Graves,Annie,Unlimited,'Leblanc', 'Diana', 'Hecarim',,
1822,3eaaa5aaacfb958d,Season_World_Championship,International,2016,IM,blue,1,42,AmazingJ,Ekko,Avoidless,Alistar,Baeme,AurelionSol,Jinjiao,Sivir,Athena,LeeSin,'Skarner', 'Nidalee', 'Syndra',,
1823,3eaaa5aaacfb958d,Season_World_Championship,International,2016,FW,red,0,42,MMD,Poppy,Karsa,Elise,Maple,Malzahar,NL,Jhin,TahmKench,SwordArt,'Varus', 'Karma', 'Ryze',,
1825,3eacbd40972b7e50,LMS,Spring_Season,2015,MSE,blue,0,41,LOFS,Gnar,Empt2,Gragas,Wish,Xerath,Tour,Ezreal,Chunx,Janna,'Azir', 'JarvanIV', 'Kalista',,
1824,3eacbd40972b7e50,LMS,Spring_Season,2015,HKES,red,1,41,Stanley,Lulu,Dinter,Rengar,Toyz,Leblanc,GodJJ,Sivir,Annie,Olleh,'Kassadin', 'RekSai', 'Lissandra',,
1827,3ebb3eeed8f9e162,LMS,Summer_Season,2016,FW,blue,1,30,MMD,Maokai,Karsa,Graves,Maple,Vladimir,NL,Kalista,SwordArT,Alistar,'Trundle', 'Jhin', 'RekSai',,
1826,3ebb3eeed8f9e162,LMS,Summer_Season,2016,XG,red,0,30,Mist,Irelia,Yo,Elise,SuwaKo,Azir,LBB,Sivir,Karma,SuKi,'Nidalee', 'Ezreal', 'Ryze',,
1829,3ec2262cf589f588,LMS,Spring_Season,2016,MSE,blue,0,44,Ninuo,Nautilus,Wulala,Gragas,M1ssion,Azir,CorGi,Ezreal,Kaiwing,Braum,'Nidalee', 'Alistar', 'Kalista',,
1828,3ec2262cf589f588,LMS,Spring_Season,2016,ahq,red,1,44,Ziv,Poppy,Mountain,Graves,Chawy,Leblanc,AN,Jhin,Thresh,Albis,'Elise', 'Lulu', 'Viktor',,
1831,3ed5ca8c2fcd81cd,North_America,Spring_Season,2015,TL,blue,0,46,Quas,Kennen,IWDominate,JarvanIV,FeniX,Zed,Piglet,Kalista,Xpecial,Thresh,'Irelia', 'Maokai', 'Nidalee',,
1830,3ed5ca8c2fcd81cd,North_America,Spring_Season,2015,T8,red,1,46,CaliTrlolz8,Rumble,Porpoise8,Vi,Slooshi8,Leblanc,Maplestreet8,Graves,Janna,Dodo8,'Lissandra', 'Morgana', 'RekSai',,
1832,3ed82ac2e11d1e02,LMS,Spring_Season,2017,WS,blue,0,52,LOFS,Yorick,K,Graves,SiuSiu,Taliyah,Breeze,Ashe,Chunx,Karma,'Camille', 'Ryze', 'Jayce', 'Elise', 'Nidalee'
1833,3ed82ac2e11d1e02,LMS,Spring_Season,2017,JT,red,1,52,Morning,Maokai,Breaker,Khazix,FoFo,Ekko,BEBE,Varus,Malzahar,Jay,'Swain', 'Rengar', 'Leblanc', 'Nautilus', 'Rumble'
1834,3ed8302060a8b03c,North_America,Summer_Season,2016,TL,blue,0,30,Lourlo,Trundle,Dardoch,Gragas,Fenix,Azir,Fabbbyyy,Jhin,Matt,Nami,'Taliyah', 'Sivir', 'Braum',,
1835,3ed8302060a8b03c,North_America,Summer_Season,2016,TSM,red,1,30,Hauntzer,Irelia,Svenskeren,RekSai,Bjergsen,Leblanc,Doublelift,Lucian,Karma,Biofrost,'Vladimir', 'Shen', 'Ryze',,
1836,3eeadd8c0a87410a,LCK,Spring_Season,2015,SSG,blue,0,34,CuVee,Lissandra,Eve,LeeSin,BlisS,Kassadin,Fury,Caitlyn,Wraith,Nami,'Leblanc', 'Azir', 'Cassiopeia',,
1837,3eeadd8c0a87410a,LCK,Spring_Season,2015,IM,red,1,34,Lil4c,Maokai,Wisdom,JarvanIV,Frozen,Lulu,SONSTAR,Sivir,Janna,TusiN,'Fizz', 'Morgana', 'RekSai',,
1839,3ef0fd7649844cc8,North_America,Summer_Season,2016,FOX,blue,0,41,kfo,Shen,Hard,Gragas,Froggen,Swain,Keith,Jhin,Big,Nami,'Nidalee', 'Trundle', 'Ryze',,
1838,3ef0fd7649844cc8,North_America,Summer_Season,2016,NV,red,1,41,Seraph,Fiora,Procxin,RekSai,Ninja,Azir,LOD,Sivir,Karma,Hakuho,'Cassiopeia', 'Anivia', 'Vladimir',,
1840,3f38a995b65aeb96,LCK,Summer_Season,2016,ESC,blue,0,29,Crazy,Gnar,Bless,RekSai,Tempt,Karma,LokeN,Jhin,Key,Braum,'Viktor', 'Sivir', 'Gragas',,
1841,3f38a995b65aeb96,LCK,Summer_Season,2016,ROX,red,1,29,Smeb,TahmKench,Peanut,Elise,Kuro,Malzahar,PraY,Ashe,Trundle,GorillA,'Varus', 'Nidalee', 'Bard',,
1842,3f3ab4058946f911,Season_World_Championship,International,2016,H2K,blue,1,45,Odoamne,Kennen,Jankos,RekSai,Ryu,Ryze,FORG1VEN,Caitlyn,Vander,Karma,'TahmKench', 'Jhin', 'Alistar',,
1843,3f3ab4058946f911,Season_World_Championship,International,2016,EDG,red,0,45,Mouse,Poppy,Clearlove,Elise,Scout,Malzahar,Deft,Ezreal,Nami,Meiko,'Syndra', 'Nidalee', 'Olaf',,
1845,3f41fe4646c85997,LCK,Spring_Season,2017,JAG,blue,0,34,ikssu,Renekton,UmTi,Khazix,Kuzan,Corki,Teddy,Ezreal,SnowFlower,Karma,'Jayce', 'Elise', 'Malzahar', 'Ekko', 'Zyra'
1844,3f41fe4646c85997,LCK,Spring_Season,2017,ROX,red,1,34,Lindarang,Camille,Seonghwan,Graves,Mickey,Ahri,Sangyoon,Jhin,Lulu,Key,'Leblanc', 'Varus', 'Rengar', 'Singed', 'Maokai'
1847,3f52a287ef18a0c4,North_America,Summer_Season,2016,TL,blue,1,46,Lourlo,Shen,Dardoch,Olaf,Fenix,Viktor,Fabbbyyy,Ashe,Matt,Karma,'Cassiopeia', 'JarvanIV', 'Sivir',,
1846,3f52a287ef18a0c4,North_America,Summer_Season,2016,APX,red,0,46,Ray,Swain,ShrimP,RekSai,Keane,Zilean,Apollo,Ezreal,Braum,Xpecial,'Azir', 'Vladimir', 'Ryze',,
1848,3f5f5b3d74a86ae0,LCK,Spring_Season,2016,SSB,blue,0,36,SoaR,Lissandra,Flawless,Nidalee,SaSin,Jayce,Nuclear,MissFortune,Secret,Alistar,'Lux', 'Gangplank', 'Ryze',,
1849,3f5f5b3d74a86ae0,LCK,Spring_Season,2016,kt,red,1,36,Ssumday,Fiora,Score,Elise,Fly,Viktor,Arrow,Lucian,Braum,Hachani,'LeeSin', 'Lulu', 'Thresh',,
1850,3f7e67f6b14eefd6,Mid-Season_Invitational,International,2015,SKT,blue,1,39,MaRin,Maokai,Bengi,Gragas,Easyhoon,Cassiopeia,Bang,Kalista,Wolf,Annie,'Leblanc', 'Hecarim', 'TwistedFate',,
1851,3f7e67f6b14eefd6,Mid-Season_Invitational,International,2015,EDG,red,0,39,Koro1,Gnar,Clearlove,Sejuani,PawN,Orianna,Deft,Urgot,Thresh,Meiko,'Nunu', 'RekSai', 'Alistar',,
1852,3f859a62b28ac927,North_America,Spring_Playoffs,2017,DIG,blue,0,39,Ssumday,Nautilus,Chaser,Rengar,Keane,Azir,LOD,Ezreal,Xpecial,Malzahar,'Leblanc', 'Shen', 'Syndra', 'Ahri', 'Talon'
1853,3f859a62b28ac927,North_America,Spring_Playoffs,2017,P1,red,1,39,zig,Fizz,Inori,Khazix,Ryu,Orianna,Arrow,Caitlyn,Lulu,Stunt,'LeeSin', 'Graves', 'Camille', 'Zyra', 'Thresh'
1854,3f896228aa4b13ac,CBLOL,Summer_Season,2016,KBM,blue,0,44,LEP,Fiora,Minerva,Elise,tinowns,Lulu,Matsukaze,Lucian,Ziriguidun,Braum,'Alistar', 'Gragas', 'KogMaw',,
1855,3f896228aa4b13ac,CBLOL,Summer_Season,2016,CNB,red,1,44,Aoshi,Pantheon,Nappon,Kindred,Vash,Anivia,pbO,Kalista,Thresh,Wos,'Leblanc', 'Zed', 'RekSai',,
1857,3f8d7718f90284f2,Season_World_Championship,International,2015,TSM,blue,0,56,Dyrus,Malphite,Santorin,Elise,Bjergsen,Syndra,WildTurtle,Jinx,Lustboy,Morgana,'Kalista', 'TahmKench', 'Lulu',,
1856,3f8d7718f90284f2,Season_World_Championship,International,2015,OG,red,1,56,Soaz,Kennen,Amazing,Gragas,xPeke,Orianna,Niels,KogMaw,Thresh,Mithy,'TwistedFate', 'Mordekaiser', 'Gangplank',,
1859,3f8f4c1c29c5700d,LCK,Summer_Season,2015,LZ,blue,0,48,Apple,Maokai,TusiN,Fizz,Frozen,Viktor,Roar,Vayne,IgNar,Alistar,'Lulu', 'Sejuani', 'Gragas',,
1858,3f8f4c1c29c5700d,LCK,Summer_Season,2015,SSB,red,1,48,Soul,Rumble,Catch,RekSai,SaSin,Kassadin,Nuclear,Kalista,Nautilus,viviD,'Thresh', 'Ryze', 'Leblanc',,
1861,3fb701ab32edcce4,North_America,Summer_Playoffs,2016,TSM,blue,1,34,Hauntzer,Gangplank,Svenskeren,RekSai,Bjergsen,Cassiopeia,Doublelift,Jhin,Biofrost,Trundle,'Bard', 'Ekko', 'Olaf',,
1860,3fb701ab32edcce4,North_America,Summer_Playoffs,2016,CLG,red,0,34,Darshan,Gnar,Xmithie,Gragas,Huhi,Taliyah,Stixxay,Sivir,Soraka,aphromoo,'TahmKench', 'Vladimir', 'Karma',,
1862,3fbd7921ee771c17,LCK,Spring_Season,2016,kt,blue,1,31,Ssumday,Nautilus,Score,Nidalee,Fly,Varus,Arrow,Lucian,Hachani,Trundle,'Corki', 'Lissandra', 'Kalista',,
1863,3fbd7921ee771c17,LCK,Spring_Season,2016,SSG,red,0,31,CuVee,Poppy,Ambition,Elise,Crown,Leblanc,CoreJJ,Ezreal,Alistar,Wraith,'Caitlyn', 'Gangplank', 'Lulu',,
1865,3fcbbfab6fd3ff41,North_America,Spring_Playoffs,2016,CLG,blue,1,42,Darshan,Poppy,Xmithie,Nidalee,Huhi,Ekko,Stixxay,Caitlyn,aphromoo,Bard,'Zed', 'Azir', 'Maokai',,
1864,3fcbbfab6fd3ff41,North_America,Spring_Playoffs,2016,TSM,red,0,42,Hauntzer,Gragas,Svenskeren,Graves,Bjergsen,Leblanc,Doublelift,Kalista,Alistar,Yellowstar,'Soraka', 'Ryze', 'Kindred',,
1867,4013612028339a5c,North_America,Spring_Season,2017,FLY,blue,0,41,Balls,Renekton,Moon,Rengar,Hai,Viktor,Altec,Caitlyn,LemonNation,Zyra,'Lucian', 'Olaf', 'Graves', 'Vladimir', 'Nautilus'
1866,4013612028339a5c,North_America,Spring_Season,2017,TL,red,1,41,Lourlo,Maokai,Reignover,Khazix,Piglet,Taliyah,Doublelift,Ashe,Lulu,Matt,'Rumble', 'Camille', 'Shen', 'Orianna', 'Gragas'
