,match_id,league,season,year,team_name,red_or_blue_side,result,game_length,top_player,top_champ,jungle_player,jungle_champ,mid_player,mid_champ,adc_player,adc_champ,support_player,support_champ,ban_1,ban_2,ban_3,ban_4,ban_5
0,001a1f289e3bab22,LCK,Summer_Season,2015,ANC,blue,0,38,ikssu,Hecarim,lira,Gragas,Mickey,Vladimir,Sangyoon,Sivir,SnowFlower,Morgana,'Azir', 'Shyvana', 'Jayce',,
1,001a1f289e3bab22,LCK,Summer_Season,2015,CJE,red,1,38,Shy,Rumble,Ambition,Sejuani,Coco,Cassiopeia,Space,Jinx,Thresh,MadLife,'Zed', 'Gnar', 'Kalista',,
2,001f50c8547e2e73,Season_World_Championship,International,2014,EDG,blue,1,37,Koro1,Maokai,Clearlove,Rengar,U,Zed,NaMei,Twitch,Fzzf,Thresh,'Fizz', 'LeeSin', 'TwistedFate',,
3,001f50c8547e2e73,Season_World_Championship,International,2014,AHQ,red,0,37,Prydz,Nidalee,NAZ,Khazix,westdoor,Talon,GarnetDevil,Lucian,Blitzcrank,GreenTea,'Ryze', 'Zilean', 'Alistar',,
4,002f613ae09ad421,LMS,Spring_Season,2016,TPA,blue,1,30,Morning,Trundle,REFRA1N,RekSai,FoFo,Lissandra,BeBe,Lucian,Jay,Alistar,'Corki', 'Gangplank', 'TahmKench',,
5,002f613ae09ad421,LMS,Spring_Season,2016,XG,red,0,30,Nexus,Sion,Yo,Elise,SuwaKo,Ezreal,LBB,Kalista,Poppy,SuKi,'Lulu', 'Fiora', 'Ryze',,
7,003aefd58000cbd6,LCK,Spring_Season,2016,JAG,blue,0,42,TrAce,Ekko,Winged,Graves,Kuzan,Lissandra,Pilot,Kalista,Chei,Kennen,'Jayce', 'Varus', 'Alistar',,
6,003aefd58000cbd6,LCK,Spring_Season,2016,LZ,red,1,42,Expession,Fiora,Chaser,Elise,Coco,Corki,Cpt Jack,Lucian,Braum,Pure,'Sivir', 'Azir', 'Ryze',,
9,003dba1358cd918a,Europe,Summer_Season,2015,EL,blue,1,39,Jwaow,Hecarim,Dexter,Gragas,Froggen,Vladimir,Tabzz,Sivir,promisQ,Alistar,'Azir', 'Rumble', 'Jayce',,
8,003dba1358cd918a,Europe,Summer_Season,2015,ROC,red,0,39,Steve,Fizz,Jankos,RekSai,nukeduck,Lulu,MrRalleZ,Corki,Bard,Vander,'Kalista', 'Ekko', 'Ryze',,
11,005a9b7b25ee9ac5,North_America,Spring_Season,2016,C9,blue,1,30,Balls,Poppy,Rush,Nunu,Jensen,Orianna,Sneaky,Kalista,Hai,Morgana,'Corki', 'Elise', 'Graves',,
10,005a9b7b25ee9ac5,North_America,Spring_Season,2016,NRG,red,0,30,Impact,Gangplank,Moon,RekSai,GBM,Zilean,Altec,Lucian,Janna,KonKwon,'Alistar', 'Nidalee', 'Ryze',,
12,0073b31255641f6c,Europe,Spring_Playoffs,2016,H2K,blue,1,29,Odoamne,Maokai,Jankos,Kindred,Ryu,Lissandra,FORG1VENGRE,Corki,Vander,Alistar,'Zed', 'Ekko', 'Azir',,
13,0073b31255641f6c,Europe,Spring_Playoffs,2016,FNC,red,0,29,Gamsu,Gragas,Spirit,Graves,Febiven,Kassadin,Rekkles,Ezreal,Braum,Klaj,'Nidalee', 'Lucian', 'Ryze',,
14,0076dde983f72733,North_America,Spring_Playoffs,2016,C9,blue,0,31,Balls,Gangplank,Rush,Kindred,Jensen,Orianna,Sneaky,Jhin,Hai,Braum,'Graves', 'Poppy', 'Gragas',,
15,0076dde983f72733,North_America,Spring_Playoffs,2016,TSM,red,1,31,Hauntzer,Maokai,Svenskeren,Elise,Bjergsen,Zed,Doublelift,Corki,Janna,Yellowstar,'Nidalee', 'TwistedFate', 'LeeSin',,
17,00986b51908a63c3,LCK,Summer_Season,2016,SKT,blue,1,69,Duke,Trundle,Blank,Gragas,Faker,Viktor,Bang,Jhin,Wolf,TahmKench,'Vladimir', 'Gangplank', 'Lissandra',,
16,00986b51908a63c3,LCK,Summer_Season,2016,JAG,red,0,69,TrAce,Shen,Winged,LeeSin,Kuzan,Leblanc,Pilot,Sivir,Alistar,Sweet,'Taliyah', 'Malzahar', 'Ashe',,
18,00a7858e986c8d87,North_America,Spring_Season,2015,T8,blue,1,46,CaliTrlolz8,Jax,Porpoise8,JarvanIV,Slooshi8,Kassadin,Maplestreet8,Graves,Dodo8,Morgana,'Janna', 'Rumble',,,
19,00a7858e986c8d87,North_America,Spring_Season,2015,CST,red,0,46,Cris,Gnar,Impaler,RekSai,Jesiz,Ahri,Mash,Corki,Thresh,Sheep,'Nocturne', 'Sivir', 'Irelia',,
20,00bad4da4d94bdbf,North_America,Summer_Season,2015,CLG,blue,1,49,ZionSpartan,Gnar,Xmithie,Nunu,Pobelter,Azir,Doublelift,Sivir,aphromoo,Bard,'Irelia', 'Gragas', 'Alistar',,
21,00bad4da4d94bdbf,North_America,Summer_Season,2015,NME,red,0,49,Flaresz,Hecarim,Trashy,RekSai,Innox,Xerath,otter,Vayne,Janna,Bodydrop,'Kalista', 'Ryze', 'Ekko',,
22,00c7bcac9e02c63a,Europe,Summer_Season,2015,OG,blue,1,28,Soaz,Rumble,Amazing,Gragas,xPeke,Leblanc,Niels,Vayne,Mithy,Annie,'Ashe', 'RekSai', 'Thresh',,
23,00c7bcac9e02c63a,Europe,Summer_Season,2015,H2K,red,0,28,Odoamne,Maokai,loulex,Evelynn,Ryu,Kassadin,Hjarnan,Sivir,Janna,kaSing,'Alistar', 'Kalista', 'Urgot',,
25,00df84280ed2625b,LMS,Summer_Season,2016,HKE,blue,0,39,MapleSnow,Irelia,Dinter,Gragas,Gear,Karma,Raison,Ezreal,Olleh,Blitzcrank,'Nidalee', 'Ashe', 'Azir',,
24,00df84280ed2625b,LMS,Summer_Season,2016,JT,red,1,39,Morning,Trundle,REFRA1N,Elise,FoFo,Vladimir,BeBe,Jhin,Braum,Jay,'Caitlyn', 'RekSai', 'Ryze',,
26,00e4eb2c47c14065,Europe,Summer_Season,2016,G2,blue,1,31,Expect,Irelia,Trick,Elise,Perkz,Zilean,Zven,Sivir,mithy,Braum,'Illaoi', 'Shen', 'Trundle',,
27,00e4eb2c47c14065,Europe,Summer_Season,2016,UOL,red,0,31,Vizicsacsi,Gragas,Move,RekSai,Exileh,Ryze,Veritas,Ezreal,Karma,Hylissang,'Fizz', 'Bard', 'Caitlyn',,
29,010806395ccc936c,LCK,Summer_Season,2015,SKT,blue,1,37,MaRin,Fizz,Bengi,Ekko,Faker,Viktor,Bang,Corki,Wolf,Alistar,'RekSai', 'Nautilus', 'Gragas',,
28,010806395ccc936c,LCK,Summer_Season,2015,SSB,red,0,37,Soul,Maokai,Catch,JarvanIV,SaSin,Azir,Nuclear,Sivir,Thresh,Secret,'Kalista', 'Evelynn', 'Ryze',,
30,011812adaddc83e0,LMS,Spring_Season,2016,FW,blue,1,31,MMD,Poppy,Karsa,Kindred,Maple,Nautilus,NL,Ezreal,SwordArT,Braum,'Trundle', 'Corki', 'Kalista',,
31,011812adaddc83e0,LMS,Spring_Season,2016,XG,red,0,31,Nexus,Gnar,Yo,Gragas,SuwaKo,Lux,LBB,Sivir,Alistar,SuKi,'Nidalee', 'Thresh', 'Leblanc',,
32,01368b5ce8fcef87,North_America,Regional,2016,IMT,blue,1,34,Huni,Yasuo,Reignover,RekSai,Pobelter,Vladimir,WildTurtle,Ashe,Adrian,Braum,'Jhin', 'Sivir', 'Cassiopeia',,
33,01368b5ce8fcef87,North_America,Regional,2016,C9,red,0,34,Impact,Shen,Meteos,Gragas,Jensen,Malzahar,Sneaky,Ezreal,Trundle,Smoothie,'Rumble', 'Gangplank', 'Gnar',,
35,01417eebd0d9ccb3,Europe,Spring_Season,2017,FNC,blue,1,31,sOAZ,Maokai,Broxah,Rengar,Caps,Orianna,Rekkles,Sivir,Jesiz,Lulu,'Shen', 'Graves', 'Evelynn', 'Fiora', 'Rumble'
34,01417eebd0d9ccb3,Europe,Spring_Season,2017,OG,red,0,31,Satorius,Gragas,Wisdom,Khazix,Naehyun,Jayce,Tabzz,Jhin,Karma,Hiiva,'Camille', 'Leblanc', 'Varus', 'Ryze', 'Nami'
37,0156b7df31ad8a79,Europe,Summer_Season,2015,UOL,blue,0,43,Vizicsacsi,Shen,Kikis,LeeSin,PowerOfEvil,Syndra,Vardags,Jinx,Hylissang,Morgana,'Jax', 'Gragas', 'Kalista',,
36,0156b7df31ad8a79,Europe,Summer_Season,2015,GIA,red,1,43,Werlyb,Shyvana,Fr3deric,MonkeyKing,PePiiNeRO,KogMaw,Adryh,Ezreal,Janna,G0DFRED,'Ryze', 'Sivir', 'RekSai',,
39,016ac9c66c8ac080,Mid-Season_Invitational,International,2017,FW,blue,1,39,MMD,Fizz,Karsa,LeeSin,Maple,Syndra,Betty,Ashe,SwordArt,Karma,'Kennen', 'Twitch', 'Fiora', 'Ezreal', 'Ekko'
38,016ac9c66c8ac080,Mid-Season_Invitational,International,2017,SKT,red,0,39,Huni,Rumble,Peanut,Graves,Faker,Orianna,Bang,Varus,Nami,Wolf,'Leblanc', 'Lulu', 'Gragas', 'Thresh', 'Caitlyn'
40,01a96409b7684abe,Mid-Season_Invitational,International,2017,G2,blue,1,28,Expect,Shen,Trick,Graves,Perkz,Orianna,Zven,Twitch,mithy,TahmKench,'Rumble', 'Leblanc', 'Syndra', 'Taliyah', 'Ryze'
41,01a96409b7684abe,Mid-Season_Invitational,International,2017,FW,red,0,28,MMD,Kled,Karsa,LeeSin,Maple,Vladimir,Betty,Jhin,Zyra,SwordArt,'Kennen', 'Lulu', 'Karma', 'Fiora', 'Jayce'
43,01aec9f5934783bc,North_America,Spring_Season,2017,FOX,blue,1,29,Looper,Renekton,Akaadian,Rengar,Froggen,Viktor,Keith,Ashe,Gate,Camille,'Ryze', 'Rumble', 'Varus', 'Thresh', 'Syndra'
42,01aec9f5934783bc,North_America,Spring_Season,2017,TL,red,0,29,Lourlo,Nautilus,Reignover,Graves,Piglet,Orianna,Youngbin,Jhin,TahmKench,Matt,'Leblanc', 'Shen', 'Malzahar', 'Ahri', 'Karma'
44,01af899d3540b3e8,LCK,Spring_Season,2015,GET,blue,0,33,Smeb,Gnar,Lee,Nautilus,Kuro,Azir,PraY,Graves,GorillA,Kennen,'Leblanc', 'Maokai', 'Hecarim',,
45,01af899d3540b3e8,LCK,Spring_Season,2015,SKT,red,1,33,MaRin,Rumble,Tom,Nunu,Faker,Lulu,Bang,Sivir,Janna,Wolf,'RekSai', 'Kalista', 'Urgot',,
46,01b203061ba62154,Mid-Season_Invitational,International,2016,FW,blue,0,34,MMD,Ekko,Karsa,Nidalee,Maple,Zed,NL,Lucian,SwordArt,Thresh,'Sivir', 'Alistar', 'Graves',,
47,01b203061ba62154,Mid-Season_Invitational,International,2016,RNG,red,1,34,Looper,Poppy,mlxg,Kindred,xiaohu,Ryze,Wuxx,Twitch,Braum,Mata,'Azir', 'Ezreal', 'Maokai',,
48,01b3f6da3669f2e0,LCK,Summer_Season,2015,kt,blue,0,37,Ssumday,Shen,Score,Gragas,Nagne,Viktor,Arrow,Vayne,Piccaboo,Janna,'TwistedFate', 'RekSai', 'Elise',,
49,01b3f6da3669f2e0,LCK,Summer_Season,2015,LZ,red,1,37,Apple,Maokai,TusiN,Nidalee,Frozen,Ekko,Roar,Lucian,Braum,IgNar,'Kalista', 'Ryze', 'Thresh',,
50,01ba7b307c7b8202,North_America,Summer_Season,2016,CLG,blue,0,30,Darshan,Gnar,Xmithie,Elise,Huhi,Azir,Stixxay,Lucian,aphromoo,Karma,'Malzahar', 'Shen', 'TwistedFate',,
51,01ba7b307c7b8202,North_America,Summer_Season,2016,C9,red,1,30,Impact,Trundle,Meteos,Gragas,Jensen,Cassiopeia,Sneaky,Sivir,Bard,Smoothie,'Vladimir', 'Irelia', 'RekSai',,
52,01cc9b6ed7a1399c,Europe,Spring_Season,2017,ROC,blue,0,34,Phaxi,Fiora,Maxlore,Ivern,Betsy,Ryze,Hjarnan,Jhin,Wadid,TahmKench,'Jayce', 'Zyra', 'Rumble', 'Elise', 'LeeSin'
53,01cc9b6ed7a1399c,Europe,Spring_Season,2017,H2K,red,1,34,Odoamne,Maokai,Jankos,Graves,Febiven,Corki,Nuclear,Varus,Malzahar,Chei,'Leblanc', 'Rengar', 'Camille', 'MissFortune', 'Trundle'
55,01dd2d806162619a,LCK,Spring_Season,2017,SKT,blue,1,28,Huni,Maokai,Peanut,Rengar,Faker,Ryze,Bang,Jhin,Wolf,TahmKench,'Jayce', 'Varus', 'Zyra', 'Shen', 'Nautilus'
54,01dd2d806162619a,LCK,Spring_Season,2017,bbq,red,0,28,Crazy,Rumble,Bless,Khazix,Tempt,Cassiopeia,Ghost,Ashe,Karma,Totoro,'Leblanc', 'Camille', 'Malzahar', 'Nami', 'Thresh'
56,01de05166befb130,North_America,Summer_Season,2016,NV,blue,1,27,Seraph,Gnar,Procxin,Olaf,Ninja,Viktor,LOD,Sivir,Hakuho,Trundle,'Ashe', 'Azir', 'RekSai',,
57,01de05166befb130,North_America,Summer_Season,2016,APX,red,0,27,Ray,JarvanIV,ShrimP,Elise,Keane,Cassiopeia,Apollo,Caitlyn,Karma,Xpecial,'Lissandra', 'Vladimir', 'Malzahar',,
59,01f5e2ea22b0aa6a,LMS,Summer_Season,2015,M17,blue,0,30,BoBo,Fizz,HanJi,RekSai,Apex,Azir,Dee,Urgot,Dreamer,Trundle,'Thresh', 'Kalista', 'Ryze',,
58,01f5e2ea22b0aa6a,LMS,Summer_Season,2015,TPA,red,1,30,Morning,Nautilus,REFRA1N,Gragas,Chawy,Viktor,Lupin,Sivir,Janna,Jay,'Rumble', 'Alistar', 'Ezreal',,
60,02026af18269d92c,Season_World_Championship,International,2014,SHR,blue,1,29,Cola,Ryze,inSec,LeeSin,corn,Orianna,Uzi,Lucian,Zero,Nami,'Maokai', 'Nidalee', 'Alistar',,
61,02026af18269d92c,Season_World_Championship,International,2014,TPA,red,0,29,Achie,DrMundo,Winds,Khazix,Morning,Fizz,BeBe,Tristana,Janna,Jay,'Rengar', 'Zilean', 'Yasuo',,
63,02028334d7d140fa,LCK,Spring_Season,2017,SKT,blue,0,33,Huni,Gragas,Peanut,Graves,Faker,Orianna,Bang,Ezreal,Wolf,Karma,'Malzahar', 'Taliyah', 'Nautilus', 'Lulu', 'Thresh'
62,02028334d7d140fa,LCK,Spring_Season,2017,ROX,red,1,33,Shy,Shen,Mightybear,Rengar,Mickey,Ahri,Sangyoon,Ashe,Zyra,Key,'Rumble', 'Camille', 'Fizz', 'Gangplank', 'Kennen'
65,0213115c2f20bacd,Mid-Season_Invitational,International,2016,SUP,blue,0,29,fabFabulous,Maokai,Stomaged,Graves,Naru,Lissandra,Achuu,Lucian,Dumbledoge,Thresh,'Ryze', 'Alistar', 'Nidalee',,
64,0213115c2f20bacd,Mid-Season_Invitational,International,2016,SKT,red,1,29,Duke,Ekko,Blank,Kindred,Faker,Azir,Bang,Ezreal,Braum,Wolf,'Bard', 'Leblanc', 'Fizz',,
67,0217774f5fcfd38c,LMS,Summer_Season,2016,MSE,blue,0,38,Ninuo,Ekko,Wulala,RekSai,M1ssion,Viktor,CorGi,Ashe,Kaiwing,Nami,'TwistedFate', 'Vladimir', 'Irelia',,
66,0217774f5fcfd38c,LMS,Summer_Season,2016,ahq,red,1,38,Ziv,Trundle,Mountain,Gragas,Westdoor,Swain,AN,Caitlyn,Karma,Albis,'Sivir', 'Kindred', 'Ryze',,
68,0222a96c1bc9a892,Europe,Summer_Season,2016,G2,blue,1,28,Expect,Shen,Trick,Hecarim,Perkz,Vladimir,Zven,Tristana,mithy,Taric,'TahmKench', 'KogMaw', 'Trundle',,
69,0222a96c1bc9a892,Europe,Summer_Season,2016,FNC,red,0,28,Werlyb,Jax,Spirit,Olaf,Febiven,Kassadin,Rekkles,Sivir,Alistar,Yellowstar,'Nidalee', 'Malzahar', 'Karma',,
71,0229872b393c3da5,LCK,Spring_Season,2015,JAG,blue,1,47,TrAce,Lissandra,Chaser,JarvanIV,GBM,Ezreal,Cpt Jack,Corki,Chei,Janna,'Leblanc', 'Lulu', 'Kassadin',,
70,0229872b393c3da5,LCK,Spring_Season,2015,kt,red,0,47,Ssumday,Gnar,Score,RekSai,Nagne,Orianna,Arrow,Sivir,Morgana,hachani,'Xerath', 'Ahri', 'Kalista',,
73,0249b915baf404f2,LMS,Spring_Season,2016,ahq,blue,1,25,Ziv,Fiora,Mountain,Elise,Westdoor,TwistedFate,RD,Lucian,Albis,Alistar,'Poppy', 'Corki', 'Ryze',,
72,0249b915baf404f2,LMS,Spring_Season,2016,CGE,red,0,25,AJ,Lissandra,SpeaR,DrMundo,KuKu,Zilean,Rabi2,Tristana,Trundle,Never,'Fizz', 'TahmKench', 'Gangplank',,
74,0252d1b630f3bb39,North_America,Spring_Playoffs,2016,IMT,blue,0,44,Huni,Lucian,Reignover,Gragas,Pobelter,Corki,WildTurtle,Jhin,Adrian,Karma,'Azir', 'Kindred', 'Poppy',,
75,0252d1b630f3bb39,North_America,Spring_Playoffs,2016,TSM,red,1,44,Hauntzer,Maokai,Svenskeren,Graves,Bjergsen,Lulu,Doublelift,Kalista,Braum,Yellowstar,'Soraka', 'Nidalee', 'Ryze',,
77,028b7ab92a345cf5,Europe,Summer_Season,2016,SPY,blue,0,39,Wunder,Olaf,Trashy,Elise,Sencux,Viktor,Kobbe,Caitlyn,Mikyx,Nami,'Braum', 'Shen', 'Trundle',,
76,028b7ab92a345cf5,Europe,Summer_Season,2016,FNC,red,1,39,Gamsu,Gnar,Spirit,Nidalee,Febiven,Azir,Rekkles,Ezreal,Karma,YellOwStaR,'Vladimir', 'Bard', 'Irelia',,
78,02a02ea44b0b14c5,North_America,Spring_Playoffs,2016,IMT,blue,1,33,Huni,Gragas,Reignover,Elise,Pobelter,Azir,WildTurtle,Kalista,Adrian,Janna,'Kindred', 'Poppy', 'Nidalee',,
79,02a02ea44b0b14c5,North_America,Spring_Playoffs,2016,TL,red,0,33,Lourlo,Ekko,Dardoch,Graves,Fenix,Leblanc,Piglet,Caitlyn,Bard,Matt,'Soraka', 'Gangplank', 'Ryze',,
80,02a3e78ea1ea6e23,LCK,Summer_Season,2016,AFs,blue,1,31,ikssu,Shen,LirA,RekSai,Mickey,Vladimir,Sangyoon,Ashe,SnowFlower,Karma,'Elise', 'Gragas', 'Trundle',,
81,02a3e78ea1ea6e23,LCK,Summer_Season,2016,MVP,red,0,31,ADD,Maokai,Beyond,Graves,Ian,Anivia,MaHa,Sivir,Bard,Max,'Hecarim', 'Irelia', 'Nidalee',,
82,02a54b0f61a8af09,North_America,Summer_Season,2016,FOX,blue,0,37,kfo,Gnar,Hard,Gragas,Froggen,Cassiopeia,Keith,Sivir,Big,Karma,'JarvanIV', 'Taliyah', 'Nidalee',,
83,02a54b0f61a8af09,North_America,Summer_Season,2016,APX,red,1,37,Ray,Irelia,ShrimP,RekSai,Keane,Viktor,Apollo,Lucian,Braum,Xpecial,'Anivia', 'Vladimir', 'Malzahar',,
85,02acb71d99b67bd7,Europe,Summer_Playoffs,2016,G2,blue,1,27,Expect,Gnar,Trick,Elise,Perkz,Malzahar,Zven,Tristana,mithy,Braum,'Ryze', 'Kassadin', 'RekSai',,
84,02acb71d99b67bd7,Europe,Summer_Playoffs,2016,UOL,red,0,27,Vizicsacsi,Irelia,Move,Gragas,Exileh,Vladimir,Veritas,Sivir,Taric,Hylissang,'TahmKench', 'Shen', 'Ashe',,
87,02b9060a6ab61fc5,North_America,Summer_Season,2015,C9,blue,1,29,Balls,Rumble,Hai,Shyvana,Incarnati0n,Ahri,Sneaky,Kalista,LemonNation,Braum,'Nidalee', 'Gragas', 'RekSai',,
86,02b9060a6ab61fc5,North_America,Summer_Season,2015,NME,red,0,29,Flaresz,Maokai,Trashy,Evelynn,Innox,MasterYi,otter,Corki,Alistar,Bodydrop,'Ryze', 'Azir', 'Orianna',,
88,02bb50cd9654cf5d,CBLOL,Summer_Season,2017,ITZ,blue,1,32,ayel,Illaoi,Turtle,LeeSin,Envy,Cassiopeia,micaO,Ashe,Jockster,Zyra,'Taliyah', 'Rengar', 'Syndra', 'Jhin', 'Varus'
89,02bb50cd9654cf5d,CBLOL,Summer_Season,2017,CNB,red,0,32,Lep,Maokai,Minerva,Elise,Tinowns,Jayce,pbO,Ziggs,Karma,Woswos,'Camille', 'Leblanc', 'Malzahar', 'Darius', 'Fiora'
90,02cc26d22aee2848,LCK,Spring_Season,2016,kt,blue,1,31,Ssumday,Poppy,Score,Graves,Fly,Zilean,Arrow,Sivir,Hachani,Trundle,'Azir', 'Varus', 'Corki',,
91,02cc26d22aee2848,LCK,Spring_Season,2016,KDM,red,0,31,Hipo,Maokai,Crush,Kindred,Edge,Leblanc,SSol,Kalista,Alistar,GuGer,'Ryze', 'Ekko', 'Nidalee',,
92,02da363c63f11c8c,North_America,Summer_Season,2016,NRG,blue,0,35,Quas,Gnar,Santorin,RekSai,GBM,Malzahar,ohq,Jhin,KiWiKiD,Karma,'Azir', 'Soraka', 'Nidalee',,
93,02da363c63f11c8c,North_America,Summer_Season,2016,IMT,red,1,35,Huni,Rumble,Reignover,Gragas,Pobelter,Taliyah,WildTurtle,Ashe,Sona,Adrian,'Twitch', 'Sivir', 'Vladimir',,
95,02e4fa0156c319e6,LCK,Summer_Playoffs,2015,KOO,blue,0,33,Smeb,Fizz,Hojin,Gragas,Kuro,Lulu,PraY,Lucian,GorillA,Annie,'Azir', 'TwistedFate', 'Kalista',,
94,02e4fa0156c319e6,LCK,Summer_Playoffs,2015,NJF,red,1,33,Duke,Shen,Watch,Elise,Ggoong,Cassiopeia,Ohq,Ashe,Alistar,Pure,'Yasuo', 'Kennen', 'Viktor',,
97,02fe6775b364438e,CBLOL,Summer_Playoffs,2016,OPK,blue,0,35,SkyBart,Gangplank,Zuao,Kindred,Goku,Karma,EzPrince,Lucian,Professor,Braum,'Zed', 'Alistar', 'Kalista',,
96,02fe6775b364438e,CBLOL,Summer_Playoffs,2016,ITZ,red,1,35,Yang,Poppy,Revolta,Elise,tockers,Azir,micaO,Corki,Nautilus,Jockster,'Lissandra', 'Fiora', 'Gragas',,
99,030bab19effe717c,LCK,Spring_Season,2016,SSG,blue,0,48,CuVee,Fiora,Ambition,RekSai,Crown,Viktor,CoreJJ,Corki,Wraith,Trundle,'Zed', 'Kalista', 'Leblanc',,
98,030bab19effe717c,LCK,Spring_Season,2016,SKT,red,1,48,Duke,TahmKench,Bengi,Elise,Faker,Gangplank,Bang,Lucian,Thresh,Wolf,'Poppy', 'Ryze', 'Alistar',,
101,0310e0364acebf89,LCK,Summer_Season,2016,AFs,blue,0,60,Lindarang,Swain,SeongHwan,Kindred,Mickey,Karma,Sangyoon,Jhin,SnowFlower,Alistar,'Ashe', 'Bard', 'Nidalee',,
100,0310e0364acebf89,LCK,Summer_Season,2016,ESC,red,1,60,Crazy,Ekko,Bless,Elise,Tempt,Varus,LokeN,Sivir,Nami,Key,'TwistedFate', 'Ryze', 'Vladimir',,
102,032033cddc7b870b,CBLOL,Summer_Season,2016,g3x,blue,0,32,Zantins,Nautilus,Snowlz,Gragas,TaeYeon,Ahri,Skyer,Lucian,Alocs,Janna,'Lulu', 'Fiora', 'KogMaw',,
103,032033cddc7b870b,CBLOL,Summer_Season,2016,CNB,red,1,32,Aoshi,Poppy,Nappon,Kindred,Vash,Corki,pbO,Kalista,Alistar,Wos,'Quinn', 'Zed', 'Nidalee',,
105,032ec6732c142a08,LCK,Spring_Season,2017,AFs,blue,1,31,MaRin,Kennen,Spirit,Olaf,Kuro,Cassiopeia,Kramer,Varus,Tusin,Malzahar,'Khazix', 'Zyra', 'Jayce', 'Karma', 'LeeSin'
104,032ec6732c142a08,LCK,Spring_Season,2017,SSG,red,0,31,CuVee,Maokai,Ambition,RekSai,Crown,Ryze,Ruler,Ashe,Taric,CoreJJ,'Leblanc', 'Camille', 'Rengar', 'Rumble', 'Elise'
106,03336bc5758a759d,Mid-Season_Invitational,International,2017,GAM,blue,1,37,Stark,Gragas,Levi,Khazix,Optimus,Ahri,Slay,Varus,Archie,Karma,'Ivern', 'Galio', 'Ashe', 'Caitlyn', 'Ezreal'
107,03336bc5758a759d,Mid-Season_Invitational,International,2017,TSM,red,0,37,Hauntzer,Nautilus,Svenskeren,Graves,Bjergsen,Lulu,WildTurtle,Twitch,Nami,Biofrost,'Ziggs', 'Kennen', 'Syndra', 'LeeSin', 'Leblanc'
108,035f73b1b70fb706,North_America,Spring_Season,2015,WFX,blue,0,46,Avalon,Kennen,Helios,JarvanIV,Pobelter,Viktor,Paragon,Corki,Altec,Leona,'Janna', 'Rumble', 'Morgana',,
109,035f73b1b70fb706,North_America,Spring_Season,2015,TSM,red,1,46,Dyrus,Lulu,Santorin,RekSai,Bjergsen,Zed,WildTurtle,Sivir,Thresh,Lustboy,'Lissandra', 'Maokai', 'Nami',,
110,0364e2e542b777a4,North_America,Summer_Season,2015,DIG,blue,1,30,Gamsu,Hecarim,Helios,RekSai,Shiphtur,Azir,CoreJJ,Sivir,KiWiKiD,Nautilus,'Gragas', 'Shen', 'Kassadin',,
111,0364e2e542b777a4,North_America,Summer_Season,2015,NME,red,0,30,Flaresz,Rumble,Trashy,Sejuani,Innox,Jayce,otter,Jinx,Annie,Bodydrop,'JarvanIV', 'Alistar', 'Ryze',,
113,036c385c6932f9df,LMS,Summer_Season,2016,TM,blue,0,30,Rins,Gangplank,Benny,RekSai,K,Leblanc,Breeze,Sivir,Rain,Alistar,'TwistedFate', 'Kassadin', 'Gragas',,
112,036c385c6932f9df,LMS,Summer_Season,2016,ahq,red,1,30,Ziv,Shen,Mountain,Graves,Westdoor,Malzahar,AN,Lucian,TahmKench,Albis,'Olaf', 'Anivia', 'Vladimir',,
114,036e6cef9568efd8,LCK,Summer_Season,2016,SKT,blue,0,30,Duke,Gnar,Bengi,Elise,Faker,Vladimir,Bang,Sivir,Wolf,Alistar,'Nidalee', 'Taliyah', 'Shen',,
115,036e6cef9568efd8,LCK,Summer_Season,2016,CJE,red,1,30,Shy,Trundle,Haru,Hecarim,Bdd,Karma,Kramer,Jhin,Taric,MadLife,'Gangplank', 'Gragas', 'Malzahar',,
116,037bf9c7473334ac,North_America,Summer_Season,2015,TSM,blue,1,43,Dyrus,Gnar,Santorin,RekSai,Bjergsen,Leblanc,WildTurtle,Vayne,Lustboy,Annie,'Fizz', 'Yasuo', 'Alistar',,
117,037bf9c7473334ac,North_America,Summer_Season,2015,TIP,red,0,43,Impact,Rumble,Rush,LeeSin,XiaoWeiXiao,Azir,Apollo,Sivir,Thresh,Adrian,'Gragas', 'Kalista', 'Ryze',,
118,038de38887156e3a,North_America,Spring_Season,2017,TL,blue,1,41,Lourlo,Camille,Reignover,Elise,Piglet,Ahri,Doublelift,Ezreal,Matt,Lulu,'Shen', 'Ziggs', 'Renekton', 'Talon', 'Jayce'
119,038de38887156e3a,North_America,Spring_Season,2017,NV,red,0,41,Seraph,Rumble,LirA,Khazix,Ninja,Ekko,Apollo,Jhin,Malzahar,Hakuho,'Leblanc', 'Varus', 'Ryze', 'Cassiopeia', 'Sivir'
121,03ce6fcebc623234,LMS,Spring_Season,2015,LOG,blue,0,29,S Achie,Irelia,S JCain,RekSai,S HoHotDoG,Lulu,S RD,Graves,S Ysera,Thresh,'Cassiopeia', 'Vi', 'Kassadin',,
120,03ce6fcebc623234,LMS,Spring_Season,2015,NGU,red,1,29,MapleSnow,Lissandra,ILLusion,JarvanIV,CooCooDai,Leblanc,momo,Jinx,Leona,QuietRain,'Xerath', 'Annie', 'Veigar',,
